permutation,opportunity_weighted_shared_transition_concentration
1,0.00673963393136
2,0.00529974628778
3,0.00339872558011
4,0.00605704256899
5,0.0084023675863
6,0.0044342014926
7,0.00652273179221
8,0.00491583142372
9,0.00751794845307
10,0.00336935192124
11,0.00754506099808
12,0.00736538772953
13,0.00719237232174
14,0.00509081692925
15,0.00661368217904
16,0.00615036054882
17,0.00577589548032
18,0.00569171154758
19,0.0042795827113
20,0.00742877628152
21,0.00890012560053
22,0.00581220417507
23,0.00648893993483
24,0.00583750762363
25,0.00515855328051
26,0.0062173428667
27,0.00272863493825
28,0.00411040917377
29,0.00583763591789
30,0.0074281557054
31,0.0044301008424
32,0.00848030791471
33,0.0056086908117
34,0.00705887643225
35,0.00932655760366
36,0.00312560931871
37,0.00581514457063
38,0.00460264265218
39,0.00659720217646
40,0.00494721527231
41,0.00941595690279
42,0.0072933180231
43,0.00407844731082
44,0.00595409827041
45,0.00737163698112
46,0.00673500159995
47,0.00718529715858
48,0.00655366866344
49,0.00794552552807
50,0.00590725803348
51,0.00597590493023
52,0.0061698029595
53,0.00737503225269
54,0.0035718324917
55,0.00679337903937
56,0.00714432455923
57,0.00402262795992
58,0.0044258807885
59,0.0048930816682
60,0.00432730910582
61,0.00915027574266
62,0.00689707129323
63,0.00456220217855
64,0.00734236676363
65,0.0107831990647
66,0.0096455618081
67,0.00548144712476
68,0.00422602829079
69,0.00471646217595
70,0.00730569363125
71,0.00971581773778
72,0.00753967561739
73,0.00575738996939
74,0.00629198442632
75,0.00449728769582
76,0.00488650927925
77,0.00443287920687
78,0.00346276079404
79,0.00986577604387
80,0.00786736907188
81,0.00341785479665
82,0.00211807017331
83,0.00445738441484
84,0.00859366767962
85,0.00660608070614
86,0.00829959985314
87,0.00438728347562
88,0.0082457156706
89,0.0054095617313
90,0.00478390731953
91,0.00683984738932
92,0.00619270865018
93,0.00396900328723
94,0.00555277935312
95,0.00571271278232
96,0.00793017747011
97,0.00732069437038
98,0.00465922008687
99,0.00955171448772
100,0.00663713358515
101,0.00620489281844
102,0.0102949665051
103,0.00722145912261
104,0.00846325384692
105,0.00912952027352
106,0.00801988103969
107,0.00344849626307
108,0.00688021672029
109,0.00316983611376
110,0.00550414476217
111,0.00431428523224
112,0.00307718115266
113,0.00300481463094
114,0.00790444016045
115,0.00420814255654
116,0.00703045552348
117,0.00376410418478
118,0.00515797396791
119,0.00682894011002
120,0.00322546166738
121,0.00520022176528
122,0.0111365642396
123,0.00568218750105
124,0.00415408207283
125,0.00289445802807
126,0.00777190574236
127,0.00577852102824
128,0.00461478490894
129,0.00439568398229
130,0.00657660987789
131,0.0043393474506
132,0.00425666064637
133,0.00901494337555
134,0.00556250420763
135,0.00362521230496
136,0.00522331542712
137,0.00955418286176
138,0.00586535834852
139,0.00666165003853
140,0.00499615046762
141,0.00468061013932
142,0.00414834387918
143,0.00498883408353
144,0.00951300770417
145,0.00610883294417
146,0.00466767699612
147,0.00607695589329
148,0.00607238797538
149,0.00493190233615
150,0.00867316897063
151,0.00734707570419
152,0.00419686074961
153,0.00727502584986
154,0.00498731214347
155,0.00560972675598
156,0.00979728929543
157,0.00468418748332
158,0.00504735725648
159,0.00487619453471
160,0.00630058369392
161,0.00365940771009
162,0.00432965074108
163,0.00513235984066
164,0.00340694962398
165,0.00958816674864
166,0.00402758565855
167,0.00731808629657
168,0.00572767099713
169,0.00485913362766
170,0.0101681586553
171,0.0105864092685
172,0.00681788883799
173,0.00527164260171
174,0.005763592035
175,0.00361584292164
176,0.00328698996847
177,0.00577756584136
178,0.00454756924927
179,0.00478811809231
180,0.00465196667006
181,0.00337577790918
182,0.00752234789175
183,0.00763047851243
184,0.00403497032778
185,0.00730210828818
186,0.00537210592325
187,0.00530501192982
188,0.00739393487454
189,0.0052132573313
190,0.00324645323336
191,0.00365432991992
192,0.00553692048916
193,0.00529382700425
194,0.00838841723073
195,0.00534511357029
196,0.00407358558998
197,0.00586297906452
198,0.00770860967988
199,0.003342432827
200,0.00382144949579
201,0.0066239506946
202,0.00345262448238
203,0.010453313803
204,0.00538604759502
205,0.00358906548448
206,0.00612522134669
207,0.00580662332576
208,0.00422856886649
209,0.00379904017934
210,0.00434793513241
211,0.00351075542291
212,0.00604457782277
213,0.00836225084148
214,0.00772963222748
215,0.00566282543486
216,0.00918063269192
217,0.0108433933561
218,0.00431537777504
219,0.00708649004489
220,0.00418692107098
