inat_taxon_id,species,photos,rho_primary,rho_flower12_descriptive,rho_background12_descriptive,rho_observer_pair_exclusion,rho_calendar_quarter_stratification,rho_matched_background_differential,maximum_direct_check_error,direct_checks,n_classifiable,D,second_fraction,primary_second_ge_0_10,sensitivity_second_ge_0_20,reserve_photo_rows,reserve_maximum_span_km_all_fixed_photos,reserve_log1p_span,D_unbiased
75326,Aliciella latifolia,43,0.1943219603721363,0.1606496257495911,0.148817658932156,0.1938654151598362,0.1943219603721363,0.0178599215651404,2.775557561562892e-17,7,43,0.2790697674418604,0.1395348837209302,True,False,100,817.5978360898013,6.707592920626762,0.2857142857142857
56061,Alliaria petiolata,61,-0.0992590151205569,-0.080033116242329,-0.0684280670291644,-0.0992590151205569,-0.0992590151205569,-0.0057164694093565,2.775557561562892e-17,7,61,0.152647137866165,0.0655737704918032,False,False,100,12148.853794664023,9.405072415335308,0.15519125683060106
158194,Allium scorodoprasum,50,-0.0077950658240457,0.0280162636016886,-0.0858641205258612,-0.0077950658240457,-0.0077950658240457,0.0863640725458209,3.469446951953614e-18,7,50,0.6304,0.24,True,True,100,8271.921972202792,9.020743047525107,0.6432653061224489
75371,Allium vineale,42,0.0381561960010686,0.0750437255627075,0.1190145424744748,0.0381561960010686,0.0381561960010686,-0.0380415309652938,2.775557561562892e-17,7,42,0.4773242630385487,0.1904761904761904,True,False,100,19545.998858099436,9.880577042534819,0.48896631823461084
75427,Amsonia tomentosa,63,0.0061232676043472,-0.010953900438859,0.0025233875652304,0.0072383054467925,0.0061232676043472,-0.0204833443249793,6.938893903907228e-18,7,63,0.0,0.0,False,False,100,838.7263315381233,6.733076042966434,0.0
183320,Anarrhinum bellidifolium,55,-0.0171674957906197,-0.0210057609026602,0.0420278686638929,-0.0179670611452083,-0.0171674957906197,-0.0533873267030533,1.3877787807814457e-17,7,55,0.5051239669421488,0.2909090909090909,True,True,100,1456.578669310902,7.284531892281505,0.5144781144781144
769248,Andersonglossum virginianum,58,-0.0976748779175061,-0.0307675032611589,0.0035426760197015,-0.0976748779175061,-0.0976748779175061,-0.0628521883048068,1.3877787807814457e-17,7,58,0.0992865636147443,0.0344827586206896,False,False,100,2039.9352339535344,7.621163429799515,0.10102843315184509
82861,Anemone palmata,62,-0.0267673283884578,-0.0819426913360232,-0.0483580993892998,-0.0268938779115886,-0.0267673283884577,-0.036162345887728,2.775557561562892e-17,7,62,0.22840790842872,0.1129032258064516,True,False,100,1602.8514448367753,7.3801631686989655,0.23215230037017442
126369,Anemone virginiana,57,-0.0064956313477491,0.0636120129962372,-0.0376646680860457,-0.0064956313477491,-0.0064956313477491,0.0865875673533407,2.775557561562892e-17,7,57,0.2659279778393353,0.1578947368421052,True,False,100,3391.7226213287076,8.129388011170967,0.27067669172932346
60241,Anemopsis californica,62,-0.0325548209847153,-0.0138482743601236,0.0011368341340178,-0.0326651540793854,-0.0325548209847153,-0.0188289762810442,1.3877787807814457e-17,7,62,0.1207075962539023,0.064516129032258,False,False,100,2307.996162920973,7.744568147560552,0.12268640930724496
75469,Antennaria racemosa,65,-0.0360473581463465,0.0177502659122072,0.0087761896387557,-0.0390248004058521,-0.0360473581463465,-0.0178410595758024,5.551115123125783e-17,7,65,0.2423668639053254,0.123076923076923,True,False,100,1719.7369740914426,7.450507951348001,0.2461538461538461
323231,Aotus ericoides,53,-0.0683796041222432,-0.0245656000344812,-0.0187405851332565,-0.0721025493561973,-0.0683796041222432,0.0131386377407436,1.3877787807814457e-17,7,53,0.0370238519045924,0.0188679245283018,False,False,100,2081.5990101026737,7.641371916777654,0.03773584905660379
179648,Aphyllanthes monspeliensis,76,-0.0204650317148962,-0.0049999673123673,0.0344966348540348,-0.0210253482787306,-0.0204650317148962,-0.0170770816896829,6.938893903907228e-18,7,76,0.5058864265927977,0.4342105263157895,True,True,100,1480.5920406789342,7.300872491765535,0.5126315789473683
158459,Aquilegia brevistyla,47,0.073895108265796,0.1126116462226143,-0.0055567430034147,0.0749636288362622,0.073895108265796,0.122690903142443,6.938893903907228e-18,7,47,0.4400181077410593,0.2553191489361702,True,True,100,3605.0302475143994,8.190362791835238,0.44958371877890846
55021,Arabidopsis thaliana,55,0.0221401324832087,0.0162524088347496,0.1226663686782024,0.0221401324832087,0.0221401324832087,-0.0919967671256429,1.3877787807814457e-17,7,55,0.1348760330578513,0.0727272727272727,False,False,100,19896.684904029524,9.898358667464041,0.13737373737373745
524900,Argentina pacifica,68,0.0165455201070212,-0.0104803909638353,0.0092780182755449,0.0190435318271277,0.0165455201070212,-0.0246032329934932,1.3877787807814457e-17,7,68,0.0,0.0,False,False,100,3574.5787147986507,8.181882320292592,0.0
75573,Arnica latifolia,67,-0.1307011825245718,-0.1095368429483409,-0.0683571027165786,-0.1304428753413113,-0.1307011825245718,-0.0107012845791032,1.3877787807814457e-17,7,67,0.029405212742259,0.0149253731343283,False,False,100,2563.3314820338373,7.849453092848735,0.02985074626865686
47908,Asclepias angustifolia,69,-0.0389991286820023,-0.066421593730622,-0.0323263068765644,-0.0412209647109663,-0.0389991286820023,-0.0211568097459434,5.551115123125783e-17,7,69,0.056710775047259,0.0144927536231884,False,False,100,2143.234394284796,7.67053784190761,0.0575447570332481
75602,Asclepias curassavica,48,0.2107209422641225,0.2643902584463687,-0.0039010483946849,0.2107209422641226,0.2107209422641226,0.1966327765520756,2.775557561562892e-17,7,48,0.21875,0.125,True,False,100,19760.790595871047,9.89150558439632,0.22340425531914893
125380,Asclepias purpurascens,50,-0.0228496553596968,-0.030835727439426,-0.0967958537411702,-0.0228496553596968,-0.0228496553596968,0.0183884581565089,6.938893903907228e-18,7,50,0.3399999999999998,0.1,True,False,100,1967.0884200392668,7.584818005484668,0.34693877551020386
209586,Asphodelus albus,43,-0.0852397606158542,-0.0715604011587326,0.0949158411649439,-0.0872578279562263,-0.0852397606158542,-0.1668520442457667,1.3877787807814457e-17,7,43,0.2401297998918334,0.1395348837209302,True,False,100,2485.451160981167,7.818611736289328,0.2458471760797342
75615,Astragalus agrestis,41,0.0476673421149224,0.0263035460326093,-0.0531858642728789,0.0476673421149224,0.0476673421149224,0.0674459731172247,2.775557561562892e-17,7,41,0.5246876859012493,0.3170731707317073,True,True,100,10223.540456069964,9.232546036729387,0.5378048780487805
321032,Bauera rubioides,56,0.2983733200817118,0.2591253236493852,-0.0330069268899146,0.2986106555745869,0.2983733200817117,0.2311588625533773,2.775557561562892e-17,7,56,0.3354591836734693,0.125,True,False,100,1641.602287564493,7.404037023953663,0.3415584415584414
126887,Berberis aquifolium,62,0.0525212152516519,-0.0003950068490793,0.0059401568865,0.0525212152516519,0.0525212152516519,0.001398078566551,1.3877787807814457e-17,7,62,0.0,0.0,False,False,100,11150.116830626945,9.319294936053957,0.0
75756,Berberis nervosa,54,0.0613718256988881,0.0321453747405049,-0.0934500521672441,0.0599623352184351,0.0613718256988881,0.0683673949933041,1.3877787807814457e-17,7,54,0.1680384087791495,0.0925925925925925,False,False,100,1374.4669782157018,7.226548572963187,0.17120894479385043
75766,Bidens laevis,62,-0.0530098751008058,0.0010355793121156,0.0854303881839454,-0.0532336135804301,-0.0530098751008058,-0.0919367358694403,1.3877787807814457e-17,7,62,0.0,0.0,False,False,100,10717.496294669802,9.279726153766285,0.0
130545,Bistorta vivipara,53,0.0371436981689549,0.0860558572350884,-0.007477136583544,0.0373949066589285,0.0371436981689549,0.0866249382618673,1.3877787807814457e-17,7,53,0.170879316482734,0.0943396226415094,False,False,100,12702.412829149629,9.449625963050824,0.17416545718432502
159273,Blephilia ciliata,69,0.207063755143692,0.1668618699315985,0.0421413986883116,0.2072605758390707,0.207063755143692,0.1006190891572928,6.938893903907228e-18,7,69,0.1104809913883638,0.0434782608695652,False,False,100,1416.5941566767526,7.256716457859218,0.11210571184995739
127270,Borrichia frutescens,79,0.0117185112721666,0.0432365570998219,0.0250361037117951,0.0103883101926267,0.0117185112721666,0.0104547773996348,1.3877787807814457e-17,7,79,0.0249959942316935,0.0126582278481012,False,False,100,3459.4094908972024,8.149142211019255,0.02531645569620239
159601,Bunias orientalis,74,0.0108869909850807,-0.0189283113152798,0.0185343489154973,0.0124252615581144,0.0108869909850807,-0.0579067738738403,2.775557561562892e-17,7,74,0.026661796932067,0.0135135135135135,False,False,100,5881.809468800826,8.679789727598676,0.027027027027026824
357176,Buphthalmum salicifolium,69,-0.0515681487014011,-0.004616707246054,-0.0024077682214152,-0.0522061394564538,-0.0515681487014011,-0.0135548252663273,1.3877787807814457e-17,7,69,0.056290695232094,0.0289855072463768,False,False,100,930.9362848581866,6.837264448462609,0.05711849957374244
524340,Cadaba aphylla,41,0.2051780231097542,0.2783818144562032,0.1346426386858935,0.2051780231097542,0.2051780231097542,0.1963444614168003,2.775557561562892e-17,7,41,0.17965496728138,0.073170731707317,False,False,100,1575.2050726616967,7.362775384199929,0.18414634146341452
321090,Caladenia carnea,44,0.1593811843903048,0.181123642835407,0.0646708235569019,0.1584330161532251,0.1593811843903048,0.1521201766726188,2.775557561562892e-17,7,44,0.5754132231404958,0.25,True,True,100,1750.3341753194165,7.468133162345865,0.5887949260042283
64410,Calochortus bruneaunis,58,0.097651008064785,0.0607424944140666,0.0840962196359713,0.0962993766360393,0.097651008064785,0.0234591958352726,1.3877787807814457e-17,7,58,0.2621878715814505,0.1551724137931034,True,False,100,891.50485815682,6.794031956951943,0.2667876588021777
58361,Calochortus splendens,47,0.0343956516476412,0.0130944983829286,-0.0209330243309016,0.0332380661240287,0.0343956516476412,0.0182165711103625,1.3877787807814457e-17,7,47,0.5848800362154822,0.1914893617021276,True,False,100,1105.1759905545337,7.008664292890512,0.597594819611471
159699,Calopogon barbatus,45,-0.0395547611192153,-0.0429368808042799,0.0273361809739257,-0.0378723435399503,-0.0395547611192153,-0.0642610840766333,1.734723475976807e-18,7,45,0.5649382716049383,0.3777777777777777,True,True,100,804.79943361555,6.691834869872351,0.5777777777777777
120917,Calotropis procera,54,0.016646487042012,0.0220183322059573,-0.0713468862514925,0.016646487042012,0.016646487042012,0.0672475826528741,6.938893903907228e-18,7,54,0.2256515775034293,0.1296296296296296,True,False,100,19693.728679054304,9.888106299176796,0.22990915443745624
75956,Calycoseris wrightii,63,-0.0530971150131862,0.0018363146481537,0.0490341447124357,-0.0518221092262089,-0.0530971150131862,-0.0055987544811673,1.3877787807814457e-17,7,63,0.0917107583774251,0.0317460317460317,False,False,100,1161.3732649905644,7.058219112155514,0.09318996415770615
63047,Calystegia macrostegia,65,0.0901472427675287,0.005058864729696,-0.0031581131983913,0.0902316288876226,0.0901472427675287,-0.0201474322569949,2.775557561562892e-17,7,65,0.1420118343195264,0.0769230769230769,False,False,100,758.1750241535377,6.632232349169673,0.144230769230769
159727,Calystegia spithamaea,46,-0.0615241900916089,-0.0288461524932428,-0.0178225596356956,-0.061524190091609,-0.061524190091609,-0.0111912722458513,6.938893903907228e-18,7,46,0.1238185255198487,0.0434782608695652,False,False,100,1922.9023015263324,7.5621108511038955,0.12657004830917867
543632,Campanula giesekiana,73,0.2510025823989966,0.2584566907130938,0.2288117162097676,0.2504200942357669,0.2510025823989966,0.016672026707248,2.775557561562892e-17,7,73,0.129855507599925,0.0410958904109589,False,False,100,6399.583027384827,8.76414436322747,0.1316590563165906
127279,Canna flaccida,54,0.1410319017231807,0.0772301220440779,-0.0723369991684527,0.1395019515547619,0.1410319017231807,0.0886046288017406,0.0,7,54,0.1371742112482852,0.074074074074074,False,False,100,13554.816500716122,9.514570996246723,0.13976240391334718
125902,Cardamine douglassii,61,-0.0346917373710475,-0.0394085153672648,0.0447028318418856,-0.0346917373710475,-0.0346917373710475,-0.050190423484373,1.3877787807814457e-17,7,61,0.0322493953238376,0.0163934426229508,False,False,100,1595.3036950140554,7.3754460450043675,0.03278688524590156
69636,Cardamine flexuosa,54,0.0868139606546627,0.011607967357941,-0.0759515229157898,0.0868139606546627,0.0868139606546627,0.0951627299419014,6.938893903907228e-18,7,54,0.0363511659807955,0.0185185185185185,False,False,100,19878.26025869001,9.89743226919078,0.037037037037036924
76006,Carduus acanthoides,61,-0.0059197307317625,-0.0388490635769948,0.068169312058562,-0.0068955963764355,-0.0059197307317625,-0.0863010553715674,2.775557561562892e-17,7,61,0.333243751679656,0.1311475409836065,True,False,100,19771.083115794216,9.892026278130043,0.33879781420765026
49322,Carpobrotus edulis,61,0.0272611247626171,0.0062067504358503,0.0113699898208287,0.0272611247626171,0.0272611247626171,-0.0120984602137823,3.469446951953614e-18,7,61,0.5772641762966945,0.3934426229508196,True,True,100,19937.533885276604,9.900409514497522,0.5868852459016394
118571,Ceanothus fendleri,76,0.0712196394885756,0.0598859763673587,0.066600821923608,0.0718264071348607,0.0712196394885756,-0.0175326490296306,3.469446951953614e-18,7,76,0.1011080332409972,0.0263157894736842,False,False,100,1788.5508542858056,7.489719947955858,0.10245614035087716
84344,Centaurea scabiosa,42,-0.0243254006476318,-0.0213781576426068,-0.0433216311952067,-0.0301682170140398,-0.0243254006476318,0.0176151552621738,1.3877787807814457e-17,7,42,0.6802721088435375,0.3809523809523809,True,True,100,9706.534430248405,9.180657608367332,0.696864111498258
52588,Centaurea solstitialis,80,-0.050582716701968,0.0254487616730778,0.0063068237226657,-0.0507228556321207,-0.050582716701968,0.0044807233225682,1.3877787807814457e-17,7,80,0.04875,0.025,False,False,100,17729.62884753363,9.78304886643328,0.04936708860759494
160297,Centratherum punctatum,46,-0.0502471343359409,-0.0735888957905609,-0.0133610128984782,-0.0523547586934988,-0.050247134335941,-0.0461066722861357,1.3877787807814457e-17,7,46,0.5207939508506616,0.1739130434782608,True,False,100,19792.782249362455,9.893123139555591,0.5323671497584541
1005385,Cerastium holosteoides,55,0.013891897909215,0.0116639581303488,-0.0095071401986255,0.0141959994323523,0.013891897909215,0.0232556397669783,1.3877787807814457e-17,7,55,0.1348760330578513,0.0727272727272727,False,False,100,9788.584042799086,9.18907424665451,0.13737373737373745
564970,Chamaenerion latifolium,48,0.0258609668370865,0.0271827275478624,-0.1229085628756804,0.0237869879699311,0.0258609668370865,0.0978429383993355,6.938893903907228e-18,7,48,0.4765625,0.2083333333333333,True,True,100,11081.926675718913,9.313161065830183,0.4867021276595745
133031,Chrysosplenium alternifolium,56,0.0065216094012027,-0.0328967628465562,-0.0274691080114762,0.0065216094012027,0.0065216094012027,-0.0131493233375128,2.775557561562892e-17,7,56,0.1014030612244898,0.0535714285714285,False,False,100,4278.328599731018,8.361551407048854,0.10324675324675325
57087,Cicendia quadrangularis,76,-0.0361070542541734,-0.0577908537920326,-0.0414098187519331,-0.0373731857215619,-0.0361070542541734,-0.0231578108195981,2.775557561562892e-17,7,76,0.0758310249307478,0.0394736842105263,False,False,100,13211.271036596987,9.488901300726313,0.07684210526315777
336295,Cicerbita alpina,43,-0.0976815764260736,-0.0964906107701222,-0.1166001775895912,-0.1024476048211193,-0.0976815764260737,0.0158515268356699,2.775557561562892e-17,7,43,0.5105462412114656,0.3488372093023256,True,True,100,3462.7654980983234,8.150111570536957,0.5227021040974529
204271,Circaea canadensis,43,0.1308148090971249,0.1114712874468189,-0.0363405461965338,0.1322828536443454,0.1308148090971249,0.1434248141590312,1.3877787807814457e-17,7,43,0.1687398593834506,0.0930232558139534,False,False,100,2589.839357002519,7.859737178255028,0.17275747508305658
52621,Cirsium occidentale,53,-0.0395116550938902,0.0200263521052041,0.0086751183896487,-0.0395116550938902,-0.0395116550938902,0.0072988284112979,6.938893903907228e-18,7,53,0.5453898184407263,0.3584905660377358,True,True,100,1181.6872748520168,7.075544479794451,0.5558780841799711
76358,Cirsium undulatum,52,0.0478608771155861,0.0546171493798136,0.0427504847633533,0.0467365178721811,0.0478608771155861,-0.0016177697816871,6.938893903907228e-18,7,52,0.4822485207100592,0.1538461538461538,True,False,100,3069.596284063127,8.029627051057691,0.4917043740573152
67775,Claytonia caroliniana,70,-0.0410944921233844,-0.0272094892145508,-0.0205721089975431,-0.0410944921233844,-0.0410944921233844,-0.0071368856079516,1.3877787807814457e-17,7,70,0.0281632653061223,0.0142857142857142,False,False,100,2307.618069824071,7.744404386328587,0.02857142857142842
1415101,Cleomella lutea,71,0.0018793121670064,-0.0307290054175367,0.0209937469051212,0.0009326341865971,0.0018793121670064,-0.0420509407058946,6.938893903907228e-18,7,71,0.0,0.0,False,False,100,1527.7578608260453,7.33221082898394,0.0
160757,Clinopodium gracile,47,0.0209207809784256,-0.0300608220293046,0.0124366259077563,0.0208668842950768,0.0209207809784256,-0.0378107622294305,6.938893903907228e-18,7,47,0.3168854685378,0.1702127659574468,True,False,100,16163.910739357023,9.69059816829814,0.3237742830712304
84281,Clinopodium vulgare,56,0.0781848728363295,0.0847372924014885,0.0041366304216811,0.0781848728363295,0.0781848728363295,0.0814503632359433,1.3877787807814457e-17,7,56,0.6454081632653061,0.3928571428571428,True,True,100,19898.51342084378,9.898450559199768,0.6571428571428573
1550566,Cochemiea grahamii,55,0.1894819526247444,0.1565772433773144,0.1767018312842229,0.1872480644238702,0.1894819526247445,0.0530317669554318,2.775557561562892e-17,7,55,0.2598347107438017,0.0909090909090909,False,False,100,816.3089669529462,6.706017195895822,0.26464646464646474
51850,Collinsia tinctoria,44,0.0540540523301261,0.0581921755026541,0.0598480286061632,0.0559033092340148,0.054054052330126,0.0039817711436777,5.551115123125783e-17,7,44,0.240702479338843,0.1136363636363636,True,False,100,636.3817438220665,6.457368759938395,0.2463002114164905
127059,Conradina canescens,70,0.0067724677701547,0.0242863364022484,0.0255256501322257,0.0065819822190541,0.0067724677701547,0.0126779554037014,6.938893903907228e-18,7,70,0.0281632653061223,0.0142857142857142,False,False,100,330.1107101308233,5.802452791148205,0.02857142857142842
526700,Convolvulus angustissimus,65,0.1790168106046299,0.1029018954775802,-0.0268289868602218,0.1781305958283172,0.1790168106046299,0.1280876219727733,1.3877787807814457e-17,7,65,0.5405917159763314,0.3384615384615385,True,True,100,1565.3907958532116,7.356529395771503,0.5490384615384616
58014,Corethrogyne filaginifolia,56,-0.0617490178950611,-0.0824887190610063,-0.0834777377965328,-0.0621421144442714,-0.0617490178950611,-0.0002865336244208,2.775557561562892e-17,7,56,0.5070153061224489,0.2678571428571428,True,True,100,1434.5629933046118,7.2693123810814955,0.5162337662337662
55858,Cornus mas,66,-0.0159066177594227,0.0178087957166701,0.1237697381418431,-0.0159066177594227,-0.0159066177594227,-0.0950908173630767,1.3877787807814457e-17,7,66,0.0876951331496784,0.0303030303030303,False,False,100,10484.58008194193,9.257756266740506,0.08904428904428885
1096279,Cornus unalaschkensis,58,-0.045627375779331,-0.0728189460653018,-0.1109969966672954,-0.0482345465390538,-0.0456273757793309,0.0592582090067504,2.775557561562892e-17,7,58,0.0665873959571936,0.0344827586206896,False,False,100,3251.753251954133,8.08725707113841,0.06775559588626717
128038,Corydalis flavula,53,0.017824614662871,0.0434733700028324,0.0490266370309413,0.0187412243732353,0.017824614662871,-0.0016579413132594,1.3877787807814457e-17,7,53,0.0370238519045924,0.0188679245283018,False,False,100,1924.7806334167344,7.563086688372159,0.03773584905660379
48651,Cosmos sulphureus,54,-0.0193158121899783,0.0022942489739158,-0.0214928226733855,-0.0193158121899783,-0.0193158121899783,0.0098919398065598,1.3877787807814457e-17,7,54,0.0363511659807955,0.0185185185185185,False,False,100,19963.79238284962,9.901725620387385,0.037037037037036924
56868,Crepis vesicaria,73,-0.075351848807905,-0.0877808947827039,0.0904826651865773,-0.07405423919207,-0.075351848807905,-0.1307179322407736,2.775557561562892e-17,7,73,0.0532933008069056,0.0273972602739726,False,False,100,19962.972372758097,9.901684546735511,0.054033485540334845
154543,Cunila origanoides,48,-0.0087911105181915,-0.0166078556468369,-0.0059664391497535,-0.0087911105181915,-0.0087911105181915,-0.0124149608304912,1.3877787807814457e-17,7,48,0.2265625,0.0833333333333333,False,False,100,1952.2467065680955,7.577248244746209,0.23138297872340424
76563,Cyclospermum leptophyllum,41,0.1395050021487047,0.0893462695410854,0.0183990929601576,0.1393017649706834,0.1395050021487046,0.0619824923202719,1.3877787807814457e-17,7,41,0.3140987507436049,0.1951219512195122,True,False,100,19740.856559525884,9.890496359199533,0.321951219512195
82853,Cydonia oblonga,58,0.0288024150065814,0.0746737734521937,0.0182051875122602,0.0288024150065814,0.0288024150065814,0.0465316961988723,2.775557561562892e-17,7,58,0.0338882282996433,0.0172413793103448,False,False,100,18499.31946841782,9.825543279480442,0.034482758620689676
55727,Cymbalaria muralis,43,0.0688192749830947,0.0395264775180847,0.0052473904102011,0.0688192749830947,0.0688192749830947,0.0159693896875089,2.775557561562892e-17,7,43,0.2888047593293672,0.0697674418604651,False,False,100,19994.52552059089,9.903263803535731,0.2956810631229236
319120,Cynoglossum creticum,49,-0.0542679619616244,-0.0038555450741912,0.105342431337943,-0.0542679619616244,-0.0542679619616244,-0.1168867765476008,1.3877787807814457e-17,7,49,0.3790087463556851,0.2244897959183673,True,True,100,15241.959141810521,9.631872979802337,0.38690476190476186
48152,Cynoglossum officinale,41,-0.0091103137477279,0.0384700155711117,-0.0531378744741389,-0.0091103137477279,-0.0091103137477279,0.056021354045774,2.775557561562892e-17,7,41,0.4878048780487805,0.1951219512195122,True,False,100,10795.115482096968,9.2869416708292,0.5
60885,Dactylorhiza sambucina,40,0.0907348378537516,0.0981035598222674,0.0256612215642391,0.0907348378537516,0.0907348378537516,0.0710736261514616,6.938893903907228e-18,7,40,0.67875,0.25,True,True,100,2547.569244757703,7.843287400200737,0.6961538461538461
53208,Delairea odorata,71,-0.0109286315430242,0.0724808139707694,0.0788444465026465,-0.0108654617981883,-0.0109286315430242,0.0101383220524385,6.938893903907228e-18,7,71,0.0,0.0,False,False,100,19850.223729316953,9.896020933047213,0.0
161657,Delphinium bicolor,51,-0.0308439864974202,0.0819155807970644,0.1154200421427312,-0.0303968136724132,-0.0308439864974202,0.0042855550708347,1.1102230246251563e-16,7,51,0.1484044598231451,0.0392156862745098,False,False,100,1214.68446444994,7.103062542381584,0.151372549019608
50642,Delphinium nudicaule,57,0.0234732378141015,0.0642964727553913,-0.0038533105867843,0.0256546290419695,0.0234732378141015,0.0743378685484289,2.775557561562892e-17,7,57,0.3594952293013235,0.2105263157894736,True,True,100,759.860916689231,6.634450577280845,0.3659147869674185
76630,Delphinium nuttallianum,45,0.0446393804311728,0.0255357815275741,0.0696877591246425,0.0446393804311728,0.0446393804311728,-0.0454265489011978,6.938893903907228e-18,7,45,0.1659259259259259,0.0444444444444444,False,False,100,1939.315324958824,7.57060577748797,0.16969696969696965
58074,Descurainia sophia,45,0.0220787770915738,-0.0215792362595899,0.0204096079718848,0.0213715282973067,0.0220787770915738,-0.0404894347871536,2.775557561562892e-17,7,45,0.2923456790123457,0.1777777777777777,True,False,100,12838.48550528291,9.460280506759124,0.29898989898989903
62262,Dichelostemma multiflorum,47,0.0351517339873606,0.0330189636373066,0.0986310151121264,0.0342208279385559,0.0351517339873606,-0.0595731761418356,2.775557561562892e-17,7,47,0.3168854685378,0.1702127659574468,True,False,100,623.7630296841264,6.437372425334519,0.3237742830712304
321102,Dillwynia floribunda,62,-0.008032681085538,0.0123826553118302,0.0654908812718756,-0.0085203529016734,-0.008032681085538,-0.0616070311666341,6.938893903907228e-18,7,62,0.0,0.0,False,False,100,1144.0769269477948,7.043227098838766,0.0
161947,Diplacus puniceus,52,-0.0669441994097593,-0.0909211497720121,0.0922829277023687,-0.066741356661318,-0.0669441994097593,-0.147646064816587,6.938893903907228e-18,7,52,0.3513313609467455,0.1538461538461538,True,False,100,322.0014817066087,5.777656910539097,0.3582202111613876
333757,Disphyma australe,60,0.0638230045458357,0.0607661249862794,0.0962212466656688,0.0651234213175579,0.0638230045458356,-0.0158393708678582,1.3877787807814457e-17,7,60,0.0649999999999999,0.0166666666666666,False,False,100,1362.8917469717915,7.218097470863706,0.06610169491525414
58822,Dittrichia graveolens,52,-0.0170231446694809,-0.0484202077172125,-0.0306712146076429,-0.0170231446694809,-0.0170231446694809,-0.0088713569082613,1.3877787807814457e-17,7,52,0.0739644970414201,0.0384615384615384,False,False,100,19971.141849893993,9.902093674033392,0.07541478129713422
162093,Drosera brevifolia,57,0.0587152009553585,0.0943154826075047,-0.0566393439368743,0.0538724628527208,0.0587152009553586,0.046724611616588,2.775557561562892e-17,7,57,0.0,0.0,False,False,100,8751.327632016337,9.077074959063502,0.0
143359,Drosera macrantha,53,0.0077948957704671,-0.0239341219245104,-0.1042787222215607,0.007069698351504,0.0077948957704671,0.0339406448411107,6.938893903907228e-18,7,53,0.3702385190459237,0.2452830188679245,True,True,100,844.843926846925,6.740334858954548,0.3773584905660376
