inat_taxon_id,species,photos,rho_primary,rho_flower12_descriptive,rho_background12_descriptive,rho_observer_pair_exclusion,rho_calendar_quarter_stratification,rho_matched_background_differential,maximum_direct_check_error,direct_checks,n_classifiable,D,second_fraction,primary_second_ge_0_10,sensitivity_second_ge_0_20,reserve_photo_rows,reserve_maximum_span_km_all_fixed_photos,reserve_log1p_span,D_unbiased,genus,inat_taxon_id_status,raw_photo_rows,classifiable_rate,classifiable_count,technical_failure_rate,technical_failure_count,ambiguous_palette_rate,ambiguous_palette_count,no_biological_palette_rate,no_biological_palette_count
157838,Abutilon fruticosum,51,-0.0750423141346841,-0.0153035315886663,0.0263086319649634,-0.0750423141346841,-0.0750423141346841,-0.0212161295673321,1.3877787807814457e-17,7,51,0.2114571318723568,0.0980392156862745,False,False,100,15136.865409841668,9.624954526948471,0.2156862745098039,Abutilon,157838,100,0.51,51,0.44,44,0.05,5,0.0,0
75255,Acacia saligna,56,0.1121393020385781,0.1233506422208221,0.1139241827653317,0.1121393020385781,0.1121393020385781,-0.0024925218545219,1.3877787807814457e-17,7,56,0.0350765306122449,0.0178571428571428,False,False,100,19693.974140116923,9.88811876238647,0.0357142857142857,Acacia,75255,100,0.56,56,0.42,42,0.02,2,0.0,0
52821,Achillea millefolium,79,0.0270320086438996,0.0151598485710807,0.0417909729728456,0.0279541890351745,0.0270320086438996,-0.041950532156218,2.775557561562892e-17,7,79,0.0496715269988784,0.0126582278481012,False,False,100,19993.82807507242,9.903228922847974,0.0503083414475819,Achillea,52821,100,0.79,79,0.19,19,0.02,2,0.0,0
133005,Actaea spicata,63,0.0448948729713619,-0.0274649114030033,-0.0080830675118003,0.0467845390733947,0.0448948729713619,0.0163842925835167,6.938893903907228e-18,7,63,0.1189216427311665,0.0634920634920634,False,False,100,9897.90727983423,9.200179654256509,0.1208397337429595,Actaea,133005,100,0.63,63,0.36,36,0.01,1,0.0,0
579088,Adenium multiflorum,40,0.1702975539710971,0.0993449769236711,-0.0098348667189181,0.1694270763408904,0.1702975539710971,0.1040295797785537,2.775557561562892e-17,7,40,0.2662500000000001,0.075,False,False,100,2459.9338807012464,7.808296183187895,0.2730769230769231,Adenium,579088,100,0.4,40,0.47,47,0.12,12,0.01,1
320704,Adenostyles alliariae,44,-0.0006455571937755,0.0032997641749882,-0.0630822710683224,-0.004051004085154,-0.0006455571937755,0.0602659075928396,2.0816681711721685e-17,7,44,0.628099173553719,0.3181818181818182,True,True,100,2377.4345014568667,7.774197777741165,0.6427061310782242,Adenostyles,320704,100,0.44,44,0.43,43,0.12,12,0.01,1
410902,Aechmea distichantha,48,-0.0113393626975047,-0.0163240167461353,0.0991706030037356,-0.0104274783764965,-0.0113393626975047,-0.0686317252160174,5.551115123125783e-17,7,48,0.2586805555555556,0.1041666666666666,True,False,100,7635.87094681476,8.94074323633193,0.2641843971631206,Aechmea,410902,100,0.48,48,0.49,49,0.03,3,0.0,0
183233,Aegiceras corniculatum,41,-0.0328210573579372,-0.0376112049324372,0.0126270410219193,-0.0356343883158576,-0.0328210573579372,-0.0303624600941971,1.3877787807814457e-17,7,41,0.2903033908387865,0.1463414634146341,True,False,100,10214.919031348983,9.231702472010353,0.2975609756097561,Aegiceras,183233,100,0.41,41,0.57,57,0.02,2,0.0,0
158043,Aethusa cynapium,73,0.0338241799737196,-0.0196088023996611,-0.02106380278906,0.0342253632965424,0.0338241799737196,0.0071670315475094,2.775557561562892e-17,7,73,0.0270219553387127,0.0136986301369863,False,False,100,9163.410060003727,9.123082789408128,0.0273972602739725,Aethusa,158043,100,0.73,73,0.26,26,0.01,1,0.0,0
55894,Agrimonia pilosa,72,0.0697074271959209,0.0206895264652526,-0.0318025147292575,0.0664869578861585,0.0697074271959209,0.0464722845800963,6.938893903907228e-18,7,72,0.1049382716049383,0.0555555555555555,False,False,100,8185.3497053209,9.010223376066692,0.1064162754303599,Agrimonia,55894,100,0.72,72,0.27,27,0.01,1,0.0,0
75326,Aliciella latifolia,43,0.1943219603721363,0.1606496257495911,0.148817658932156,0.1938654151598362,0.1943219603721363,0.0178599215651404,2.775557561562892e-17,7,43,0.2790697674418604,0.1395348837209302,True,False,100,817.5978360898013,6.707592920626762,0.2857142857142857,Aliciella,75326,100,0.43,43,0.47,47,0.1,10,0.0,0
56061,Alliaria petiolata,61,-0.0992590151205569,-0.080033116242329,-0.0684280670291644,-0.0992590151205569,-0.0992590151205569,-0.0057164694093565,2.775557561562892e-17,7,61,0.152647137866165,0.0655737704918032,False,False,100,12148.853794664024,9.405072415335308,0.155191256830601,Alliaria,56061,100,0.61,61,0.38,38,0.01,1,0.0,0
158194,Allium scorodoprasum,50,-0.0077950658240457,0.0280162636016886,-0.0858641205258612,-0.0077950658240457,-0.0077950658240457,0.0863640725458209,3.469446951953614e-18,7,50,0.6304,0.24,True,True,100,8271.921972202792,9.020743047525109,0.6432653061224489,Allium,158194,100,0.5,50,0.32,32,0.18,18,0.0,0
75371,Allium vineale,42,0.0381561960010686,0.0750437255627075,0.1190145424744748,0.0381561960010686,0.0381561960010686,-0.0380415309652938,2.775557561562892e-17,7,42,0.4773242630385487,0.1904761904761904,True,False,100,19545.99885809944,9.88057704253482,0.4889663182346108,Allium,75371,100,0.42,42,0.47,47,0.11,11,0.0,0
75427,Amsonia tomentosa,63,0.0061232676043472,-0.010953900438859,0.0025233875652304,0.0072383054467925,0.0061232676043472,-0.0204833443249793,6.938893903907228e-18,7,63,0.0,0.0,False,False,100,838.7263315381233,6.733076042966434,0.0,Amsonia,75427,100,0.63,63,0.37,37,0.0,0,0.0,0
183320,Anarrhinum bellidifolium,55,-0.0171674957906197,-0.0210057609026602,0.0420278686638929,-0.0179670611452083,-0.0171674957906197,-0.0533873267030533,1.3877787807814457e-17,7,55,0.5051239669421488,0.2909090909090909,True,True,100,1456.578669310902,7.284531892281505,0.5144781144781144,Anarrhinum,183320,100,0.55,55,0.39,39,0.06,6,0.0,0
769248,Andersonglossum virginianum,58,-0.0976748779175061,-0.0307675032611589,0.0035426760197015,-0.0976748779175061,-0.0976748779175061,-0.0628521883048068,1.3877787807814457e-17,7,58,0.0992865636147443,0.0344827586206896,False,False,100,2039.9352339535344,7.621163429799515,0.101028433151845,Andersonglossum,769248,100,0.58,58,0.42,42,0.0,0,0.0,0
82861,Anemone palmata,62,-0.0267673283884578,-0.0819426913360232,-0.0483580993892998,-0.0268938779115886,-0.0267673283884577,-0.036162345887728,2.775557561562892e-17,7,62,0.22840790842872,0.1129032258064516,True,False,100,1602.8514448367753,7.380163168698965,0.2321523003701744,Anemone,82861,100,0.62,62,0.36,36,0.02,2,0.0,0
