permutation_index,rho_D_spatial_rho
0,-0.07916027933809451
1,0.04476154476597751
2,0.05076404619279902
3,-0.018598617195822977
4,0.06768654951890582
5,0.05383140743331644
6,-0.013349668281225469
7,-0.017245710347517193
8,-0.07488405695060942
9,-0.03357399529538428
10,-0.019409979093990296
11,0.024031863388334834
12,-0.07744630270940306
13,-0.0067163995668695015
14,-0.012543920104420417
15,-0.041228961297672416
16,0.0033878211216867003
17,-0.027200032731612925
18,-0.009481097617344825
19,0.00807300908245678
20,0.017564378615485748
21,-0.018562784931808518
22,-0.06328993072433216
23,0.07126105673610784
24,-0.08169051494103524
25,0.02336132228774433
26,0.01240274098420346
27,-0.0023357858502222927
28,-0.015707550694256674
29,0.022499198015556533
30,-0.02015911229365251
31,0.07240159769968794
32,0.07985912792725643
33,-0.023339106284055368
34,0.03181821435867597
35,-0.06233141766194548
36,-0.17049624254742088
37,0.0009276973153342478
38,0.04418619804678541
39,0.0838878688112817
40,-0.09839814412393535
41,-0.09122786921288277
42,0.0765991085472213
43,0.010928482201768723
44,-0.07946103147405584
45,0.09015349849684934
46,-0.019652324639608056
47,0.030512844980629363
48,-0.03434152239057391
49,0.02241666436744324
50,-0.02515006890734594
51,0.018802263896305134
52,-0.0014099995889688163
53,0.0655043646404255
54,-0.025974091538798358
55,0.011323712073848165
56,0.027037234812107246
57,-0.011186116180032657
58,0.01491434380985668
59,-0.027789712356410805
60,0.0204456509648881
61,0.03506903679094741
62,-0.009841689634210293
63,-0.07907320693653938
64,0.05541937393355705
65,-0.02754497799319208
66,-0.0004947241251595795
67,0.019984131404381916
68,0.04832016634613311
69,0.07439709648265297
70,0.013770936265155414
71,0.001991198911283281
72,0.03519576356467853
73,-0.03720045929540725
74,-0.0655926314507811
75,-0.0310265602057166
76,0.0022987591774073558
77,0.029059368911323012
78,-0.031578854835059414
79,-0.051413446257620996
80,-0.12416608070377055
81,0.012857691296306997
82,0.09186496686705978
83,0.009244724115729467
84,0.01465085722847039
85,0.07239001193432328
86,0.005602255037780039
87,-0.027112482566537602
88,0.03603292469293625
89,0.008156259375850364
90,-0.06483143472223402
91,0.04717556439263136
92,0.032957799795215695
93,0.009669814207820957
94,0.031660791278772464
95,-0.011747966079779315
96,0.026466785168997118
97,0.06969614232571653
98,-0.034742007661375474
99,0.03868188453064488
100,0.041631954826954996
101,-0.011589826354595519
102,-0.12717360206338382
103,-0.00292212113037883
104,-0.028616959891624535
105,-0.0244849026463576
106,-0.01988045672050009
107,-0.03353840191312992
108,0.06806111611873693
109,0.009218447122118868
110,0.0422266509687149
111,-0.06623988157976222
112,0.020340542990445697
113,-0.03287753552382332
114,-0.03208647857526419
115,0.04543351915712859
116,-0.09712370993382126
117,0.026942876516869184
118,0.09569782470780602
119,0.03675518369458763
120,0.04583448219145036
121,0.018575087342453483
122,0.06257053830380194
123,0.015850879750314493
124,0.014322036485697735
125,0.08851691955842912
126,-0.04825244336714579
127,-0.07719440189338145
128,0.02680492230041353
129,0.004762227328401158
130,0.010219242256042604
131,-0.011379849287470812
132,-0.08211082739792482
133,-0.04586840340138404
134,-0.03976378002212134
135,0.06667894625481934
136,0.035968068295070085
137,-0.0797603503194566
138,-0.08392143169857524
139,-0.0626336030884674
140,0.06630091586946685
141,0.020125549406358967
142,0.06702950523776076
143,0.05764407976533453
144,-0.007466368852692051
145,0.09472915917061524
146,-0.04034784592555696
147,0.035299079925920206
148,-0.11607443884402625
149,-0.01753523504075399
150,0.08612511593546422
151,-0.035165306140266236
152,0.04168498657769638
153,-0.02332369841052915
154,0.04675513249486176
155,-0.03178321818082185
156,0.0030687945310780003
157,0.09699734148273027
158,0.07432447642758366
159,-0.03903925164374905
160,0.015507606661056014
161,0.05544003720580539
162,0.06353860663659248
163,0.015361769346517182
164,-0.0457825254086294
165,-0.04444860966025127
166,0.020354398132531287
167,-0.05514442102768613
168,-0.03091034422942972
169,0.10170832867359074
170,-0.014180260161080541
171,0.0828586467479065
172,-0.026269827157797663
173,-0.018743618424201473
174,0.04043229062775103
175,0.08419542907740576
176,0.043184805708461435
177,-0.020385094438703667
178,-0.04487250534354228
179,0.05353495516903685
180,0.016095972436173372
181,-0.045210642474958686
182,0.01812802012843313
183,0.02692782696598311
184,0.07590718752910217
185,0.006164821582806986
186,-0.06839781995959276
187,0.03854154149658827
188,0.022395165009034563
189,-0.036209697195407564
190,0.010136230844409115
191,-0.030691409096301397
192,-0.034231875662689676
193,0.1267082603947161
194,0.09415715679606448
195,0.020465717032736194
196,-0.003013612844495739
197,0.01297868490779581
198,0.12966060006774713
199,0.08135560271338013
200,-0.03173830840992374
201,0.000973920935912895
202,-0.011159361422901862
203,0.0060991290987804855
204,0.0500481175577902
205,0.02285525127898017
206,-0.006372768154970875
207,0.023562102407105327
208,-0.05408366657197821
209,0.054441750330362665
210,0.07357749316376233
211,-0.06437051236612808
212,0.047669571872510655
213,0.10252518485224028
214,-0.025356223866309105
215,-0.033790899933551784
216,0.07351645887405771
217,-0.03358378944754823
218,0.07736747172857127
219,0.07389771416317151
220,-0.011306751468881323
221,0.02374651912589972
