null_index,scale_moderation_spearman_rho
0,0.01272394900036178
1,-0.031282605323727265
2,-0.032616243598245005
3,-0.029362689328912082
4,-0.00951664623779879
5,-0.016615136111302203
6,0.05502621504395614
7,0.0034082575850806125
8,-0.01223655381177936
9,0.0837879537607679
10,0.06190843925132154
11,-0.07741704793514179
12,0.12093748297428344
13,0.02387949345735984
14,-0.0421625545955583
15,-0.0334047520446951
16,-0.05505077618893052
17,-0.021112696424791827
18,-0.062306521185451685
19,-0.05080393093972478
20,-0.004446843143997081
21,0.049432334532064824
22,-0.008490500739323888
23,0.04635070827755254
24,-0.026953145314153173
25,-0.04739407847510038
26,0.04676984262166072
27,-0.061284841349699394
28,0.1074301291420117
29,0.026466707053297026
30,0.025527641977913094
31,0.06889975321948222
32,-0.0001291852430470424
33,0.025531150712909432
34,-0.09220445208925991
35,-0.012700663759022438
36,-0.03644299757561628
37,0.041971807002120935
38,0.01619887255037284
39,0.03266568486410251
40,-0.06081498983609867
41,-0.07086209301016223
42,0.03424940025108662
43,-0.06149568442538852
44,0.012787425206204649
45,-0.12132822846251215
46,0.08181476878919013
47,0.10194980405363828
48,0.10093514168787866
49,-0.03753740391856542
50,-0.07961606785012033
51,-0.04288662990843925
52,-0.005610467259146738
53,-0.011514392354350955
54,-0.07029240203712021
55,0.10651690111523718
56,0.014653115296530947
57,-0.08052387328644597
58,-0.049217982721379366
59,-0.041060173854890206
60,-0.06385100253565855
61,-0.04436540222144194
62,-0.032191686663687935
63,-0.029824247468885096
64,0.08996460325796032
65,-0.042086319353365105
66,0.06787552157645986
67,-0.03271385022632499
68,0.03433839452963015
69,-0.013809105041956937
70,-0.02967050108086368
71,-0.04753060016404886
72,-0.055656192463753446
73,-0.006345706728834226
74,-0.04563077965148544
75,-0.11407056961053844
76,0.06620089805547968
77,0.05500452468216059
78,0.049255940854521583
79,-0.017388652690040664
80,0.014840992106789486
81,0.021783183785001412
82,-0.012049633929247095
83,0.08213502060158329
84,0.07260593430334293
85,-0.004450989830810937
86,-0.12737027012620863
87,0.04995258423924934
88,-0.05813144551571653
89,0.00425609555055972
90,0.023971039543173422
91,-0.022444739819765774
92,-0.14192290801148078
93,0.037624165365747635
94,0.03418783790069631
95,-0.00213490575731816
96,-0.048821814642701765
97,0.14900736294499883
98,-0.034330739107819946
99,-0.10719919058407082
100,-0.0076219293397755015
101,0.05458028672351228
102,-0.022425601265240284
103,-0.09527331930742187
104,-0.035304572557258516
105,-0.0020743003346541155
106,-0.10104263656913016
107,-0.028282636901857058
108,0.09360571325643437
109,-0.025794624813543648
110,-0.09290173342580518
111,0.08084253021929534
112,-0.01830507047590277
113,0.012738621892164655
114,0.11930655915280314
115,0.12646884420805818
116,-0.12987263613041616
117,-0.048939835728942276
118,0.02763415887935178
119,-0.033245264090316036
120,0.03684267438929022
121,-0.021139490401127507
122,0.09311289547740306
123,-0.03465354272748317
124,-0.0572845644779637
125,-0.14013696189834401
126,-0.1279686689310389
127,-0.016804288825195773
128,0.08391873388335874
129,0.06267653323961112
130,0.06042743410695754
131,-0.007122094090751513
132,0.019684003329464163
133,-0.0011212003192848249
134,0.07683491690165821
135,0.10899821470946666
136,0.02249800879652838
137,-0.0744802367432057
138,-0.0624069985967105
139,0.03753198132811653
140,0.04094247174455846
141,0.047055645035908006
142,0.014766032768231326
143,-0.0024720632928755025
144,0.06503599803669499
145,0.026613435971325768
146,-0.042388389538959056
147,-0.04924732850498511
148,0.06276552751815463
149,0.030474639346842924
150,-0.05995790156926558
151,0.04219030549962026
152,-0.046519765509194344
153,0.05598314277023053
154,-0.06604715166745827
155,0.018300604813180157
156,-0.037040758428629014
157,0.11196022499819465
158,0.11629510759821764
159,0.021235502149663705
160,0.019359923806165906
161,-0.06594603630438194
162,0.12292565981357287
163,-0.03706436264587712
164,-0.025227804623680454
165,0.05304027103602803
166,-0.019543653929610588
167,-0.09349917530290916
168,-0.006386216669246508
169,0.06624523570679706
170,-0.02378730941972874
171,-0.007784926029150906
172,-0.029109741433266886
173,0.002404121424310021
174,0.03506278881841986
175,-0.0021014132868985565
176,-0.009428927862890304
177,-0.012528416768293048
178,0.1097079361064535
179,-0.028242126961444774
180,0.02848486762800971
181,0.02659206458543897
182,0.010728435715170924
183,0.04736983630603476
184,-0.042592534120564254
185,0.009538336599594343
186,0.04949485381018142
187,-0.016360912312021973
188,0.13969486128880523
189,0.007319859154181553
190,-0.010831464933699799
191,0.1385845061504182
192,0.015631095432783373
193,0.057708164484794496
194,-0.020127379842637964
195,-0.005309354001279063
196,-0.03627266444033944
197,-0.08304569682108774
198,0.03913993888416627
199,0.15445642839431395
200,0.04509234831750172
