permutation,scale_moderation_spearman_rho
0,0.007278525307615927
1,0.0971159756345615
2,-0.0018378996824594627
3,0.22109433480408686
4,-0.15542937822450817
5,0.12271476913979514
6,0.14953748782862708
7,-0.06416904016117836
8,0.004381720920972814
9,-0.23050707180811744
10,0.049891064890074395
11,-0.2583252190847128
12,-0.09342802719274274
13,0.17126547305885273
14,0.16003018519152956
15,0.15849309261901226
16,0.06822137563036526
17,-0.24146933708661059
18,-0.19019450333053348
19,0.07776384815386324
20,-0.041370748362185045
21,-0.12254212842320657
22,0.008410930573668497
23,-0.12018306194071979
24,-0.271108460444381
25,0.16852893210767736
26,0.056012999106435916
27,0.02682586919395581
28,-0.23340028039087315
29,0.06183207966972418
30,-0.1493314832761543
31,-0.0592871183501628
32,0.06073552054348441
33,0.272176241480039
34,-0.11061612992882941
35,-0.03199873417010428
36,-0.12980848228381986
37,0.017234768955826443
38,-0.18755096825839399
39,-0.03048966029510523
40,0.11565238558909445
41,-0.07933494001717763
42,0.11180623174294063
43,0.08554092953499164
44,0.01803808445800477
45,0.0845180136319377
46,-0.13494483291896017
47,0.12714525673817695
48,-0.20467505279744153
49,0.04409715249079034
50,0.028675929138366568
51,-0.2037621942722389
52,0.11828212197226076
53,0.06224591642341917
54,0.065616270791568
55,-0.036125514263728634
56,0.14006901210709788
57,-0.09193093921141032
58,-0.00803310613437198
59,-0.07904137683554859
60,0.06808707453311655
61,0.049659503771025314
62,-0.2128581514299481
63,0.15060948521143805
64,0.060480288226098994
65,0.003760977123835014
66,-0.054698149951314515
67,-0.14385433212493826
68,0.12850613745453063
69,0.08679934286661364
70,0.1906048600623177
71,0.0955476034266407
72,-0.05908020375111688
73,-0.13489696808409246
74,0.011538531758561746
75,-0.06618953725274805
76,0.04765121501557944
77,-0.16232138080225228
78,0.07838411869740265
79,0.17251808981630212
80,-0.20845200717001902
81,0.06607878577767066
82,-0.05370042417592246
83,-0.06473992660737342
84,-0.21468087614827774
85,-0.1839382653482031
86,-0.11732057765904723
87,-0.06066359942399714
88,-0.04437790599917603
89,0.01895105831516127
90,-0.2099574607966143
91,0.09334282706372378
92,-0.08100541674061335
93,0.007388068330640292
94,0.016042260040294572
95,-0.05998198594732296
96,0.037086850423362565
97,-0.17747186874640192
98,0.18883127637718533
99,-0.006061343719571576
100,-0.12339638261646924
101,0.11625090528176428
102,-0.09903906426098846
103,-0.07350336844931908
104,-0.017648598153918303
105,0.029613310777641132
106,-0.10933677382472273
107,0.026618954594909896
108,0.1052093476144109
109,0.15137628637260825
110,0.23628430066345935
111,0.012719239524305394
112,-0.18531140838043014
113,0.0581186594379034
114,-0.11105431002097708
115,0.010479679646341559
116,-0.1063912657243573
117,0.1794834344113687
118,0.0722249269717624
119,0.23050707180811747
120,-0.06653034399108512
121,0.010832587832405035
122,0.07489091340762714
123,0.14552093476144104
124,-0.2357015056346161
125,-0.07490308485462985
126,0.18582148139025578
127,0.3034397138122488
128,0.32473420603209685
129,0.21124763417890077
130,0.25421748346099593
131,-0.1921262909376555
132,-0.078493661720427
133,-0.07758033106134375
134,0.04051874707199588
135,-0.11937755220250397
136,0.1705494291992471
137,0.021433918171758742
138,0.04079844206426482
139,-0.0570475721016656
140,0.11369348645224207
141,-0.05163127818546304
142,-0.19155773028388176
143,0.10168026826057486
144,0.16087099406004238
145,-0.1976776737935347
146,-0.013218111002921133
147,0.1766198674562128
148,0.04106671211005395
149,0.040725661671041836
150,-0.1486647679303172
151,0.22593994573175202
152,0.14262761999406065
153,-0.018342370633072327
154,-0.0727122243941434
155,-0.022578034190012745
156,0.027860611742712947
157,-0.053237909189819785
158,-0.18691804916244764
159,0.2052521073280846
160,0.030246045801715152
161,0.13751551891900468
162,0.04390240933874713
163,-0.043780694868720105
164,0.06293855245097349
165,-0.013875702918008971
166,-0.16015482367996664
167,-0.0673933020539625
168,0.12158058410999308
169,0.02832312954359678
170,0.06992496303052462
171,-0.01572579664041015
172,0.0293453587235152
173,-0.003481033842772832
174,0.04796767263764969
175,-0.008946013546986166
176,0.10703570494176388
177,-0.12609619094799557
178,-0.007132467943583536
179,-0.010443101528318562
180,-0.06737059918525458
181,0.2539328988173777
182,-0.0016188024513594003
183,0.033326030341674175
184,0.013510552841219239
185,0.07323559661525962
186,-0.06302490325390392
187,-0.18056341628508826
188,-0.20303190745207678
189,0.021677479036160657
190,-0.1862109676943422
191,-0.153226346317019
192,0.03700097370983447
193,-0.003164556962025354
194,-0.0036028140909918124
195,-0.04810155855467942
196,0.09510072441689138
197,0.03988583182785541
198,-0.03272902099026642
199,0.004466948234851737
200,-0.33514283282464
201,0.12169086771675143
202,-0.0884742482626429
203,-0.05024342745861732
204,-0.03361815040310592
205,-0.09055721904384803
206,-0.1840566215748639
207,-0.26071715482785274
208,-0.11335268593616632
209,-0.14632513586648682
210,-0.12548761859786053
211,0.10319015568139814
212,0.042697436085479615
213,-0.05701105776065747
214,0.1299447406602314
215,0.3248457259944368
216,-0.037122913358241964
217,0.07743474583119189
218,-0.04693395653670404
219,0.10114657127074964
220,0.13075785515003058
221,0.01253659041278336
222,-0.04914920033589496
223,-0.010090190971913073
224,-0.055793573515092496
225,-0.31283624245497066
226,0.039240983948670406
227,0.0035296981499513304
228,0.09503465819709943
229,0.14985485549727046
230,0.06976673421948947
231,-0.06521580371464214
232,-0.046628813467352426
233,0.09824971399488461
234,-0.08843773392163477
235,-0.13103779843109276
236,-0.14327097458430496
237,0.02266337224330779
238,-0.1615628042843233
239,-0.03819400069447978
240,-0.100365141187926
241,-0.15917818390134045
242,0.09101863460550783
243,-0.04105429074011477
244,-0.16863642450646038
245,-0.06441129753830047
246,-0.09181425371516848
247,-0.15072269732809535
248,0.11200370022063029
249,0.08420360770770702
250,0.17506298763453054
251,0.010857128949880739
252,0.09288087733011904
253,0.10870385472877646
254,-0.035723196952931205
255,-0.05026807612116045
256,0.042015835053328274
257,0.026923240769977434
258,0.19947784492728768
259,-0.04473033995389693
260,-0.03778017149638789
261,0.10911702237922596
262,-0.10713503253010083
263,0.022590618084056713
264,-0.036149197598025776
265,-0.0657014709205869
266,0.17604888084167758
267,0.04816241578969291
268,0.05607419759662674
269,-0.1066705615316828
270,0.1472032717493097
271,-0.08174493052398966
272,0.1199746832450509
273,-0.015031737048337334
274,-0.007765383187724093
275,-0.059640090313241176
276,-0.18647987440371555
277,-0.05674328592659801
278,-0.08252391735447437
279,-0.0004990293271107948
280,-0.029199479061060865
281,-0.05914106098613038
282,0.0344835981406698
283,-0.015676823739480487
284,-0.04244183569842283
285,-0.05333625454975027
286,0.1537618899851379
287,-0.0045886634456106315
288,-0.07243228111308128
289,0.01859831057782256
290,0.05198456651512755
291,0.2783505154845357
292,0.1671170184774238
293,0.12047298243274714
294,0.06850090373120844
295,-0.14014459947189062
296,0.11817257894923644
297,-0.06476466364481238
298,0.3008106332593629
299,-0.18975285877212855
300,0.1768400297116105
301,0.0375130845555295
302,0.023734177215189844
303,0.1572429238279108
304,-0.09348888442775619
305,0.0031282332234917436
306,0.01054047310434017
307,-0.2391246136203546
308,-0.19330692129691762
309,-0.16568990804778616
310,0.08300926855842955
311,0.08969139296291306
312,0.04352588915333343
313,-0.11282332197877461
314,0.04347614410905551
315,0.20815988710858718
316,0.18504363491676057
317,-0.22560994164208947
318,-0.08472595820927256
319,0.11156552012848263
320,-0.12076509716081202
321,-0.004759035778056588
322,0.04056743286000671
323,-0.17457612679149487
324,0.01941345796931012
325,0.005976180478326813
326,0.0599200335943033
327,-0.049391731936965846
328,-0.0018865742854188468
329,-0.13182974477296808
330,0.07624333603369143
331,0.0394233168417527
332,0.2217921566420697
333,-0.18731856937158814
334,0.05768083837864422
335,-0.08830438540558429
336,0.09715426376451541
337,-0.16912037722992407
338,-0.0027872613636188374
339,-0.03986148893384999
340,0.1228364858320584
341,-0.20993695081563046
342,-0.10092563854640732
343,-0.1410948483749722
344,-0.08263245658421937
345,-0.06609095722467336
346,0.04587418375318489
347,0.17769095479245062
348,0.07390457643622203
349,-0.007668151612583894
350,-0.06369318216514104
351,-0.011854989380632008
352,-0.03463972736124636
353,-0.15707252356987295
354,-0.2395233632524457
355,0.27382270964430455
356,0.10859365015810973
357,0.04658012767934165
358,0.04473033995389693
359,-0.19783349561830577
360,0.12035126796272012
361,0.12310351335145682
362,0.24852877634817785
363,0.20107597561886686
364,-0.33829731561107285
365,0.19034925967526095
366,0.17021768633279138
367,0.15458019917431043
368,0.14805348134087057
369,-0.34234036865957923
370,0.026351182760850425
371,0.05230102606310072
372,-0.07626767937214404
373,0.15321697222096223
374,0.07657103908842602
375,0.09625356024176747
376,-0.008471481781521288
377,-0.012354093892028656
378,-0.17779806496320646
379,-0.28033788562068646
380,-0.1541392048422217
381,0.044523153135884945
382,-0.12237396240145808
383,-0.014459943040872492
384,0.13411717452277647
385,-0.10152203944953975
386,-0.015458019917431023
387,-0.08585738715706195
388,0.16614025158688614
389,-0.10133946774449919
390,-0.2092271739764522
391,0.3792708910925276
392,0.18187903943702904
393,0.02848187933035156
394,0.1723122238713793
395,0.10518756545388905
396,-0.05528237585199611
397,0.09603447019569367
398,0.045691612048144356
399,0.005197207870153868
400,0.036041628695560636
401,-0.09259980525803314
402,-0.06550672776854367
403,0.08280235395938362
404,0.009858872072188829
405,0.07210365204400833
406,0.10227666916370724
407,-0.2880233690360273
408,-0.12609542356377798
409,0.07614410905550147
410,0.0961057455333372
411,0.053871480135806615
412,-0.28897449473815756
413,-0.24602145826562116
414,-0.34772818561711066
415,-0.07700921384715809
416,-0.03428696620661232
417,-0.27863385192900114
418,0.11604469440376974
419,-0.05256847960467115
420,-0.092429406037001
421,-0.19829721456802557
422,-0.26128445280700985
423,0.10777816320892872
424,0.13847623802645084
425,-0.15574583584657842
426,0.002336917824518843
427,0.2626159352271592
428,0.1292607671686982
429,0.20070716107456057
430,-0.06803880281422689
431,0.022967520494099235
432,-0.058569002977003355
433,0.08266997738519032
434,0.10731630132612498
435,0.02115397489069657
436,0.05075462512171372
437,0.049806470474116425
438,-0.3814432989973268
439,0.1605170430716377
440,-0.17927433392678857
441,-0.01712522593280212
442,0.17124113001670097
443,-0.17659767403760007
444,-0.11928235841797184
445,0.20981523412336717
446,0.07501308439071204
447,0.017308113639832243
448,-0.08117138006102148
449,0.006791750093940384
450,-0.10813310940665935
451,0.0037974914648431163
452,0.027812433448655246
453,0.04688412852969817
454,-0.1113565686277232
455,0.18651865922418373
456,-0.3384757696981476
457,-0.28187854113558214
458,-0.07322476206556312
459,0.06347448241076803
460,0.01229316147272929
461,0.12113097774726048
462,-0.25175267770204485
463,0.043792866315722795
464,0.20482111016147395
465,-0.12512475964660721
466,-0.2527903212251661
467,-0.09045984569003741
468,0.023977604673807197
469,-0.0789926910475378
470,0.05540408958130474
471,-0.09395139941385891
472,-0.023783441668236406
473,0.1860074491166782
474,0.26403519982962065
475,0.17624148003894838
476,0.05305566036980592
477,0.2474987220480653
478,0.2966564831826748
479,0.16755519856957152
480,-0.1156280428432327
481,-0.0618678416287505
482,0.038498286869547316
483,-0.17519580815689662
484,-0.01110056233440717
485,-0.37164296278051145
486,-0.09846700625186146
487,0.15458954838132166
488,-0.13946298599521645
489,0.029966102520652974
490,0.04731070242198568
491,0.3359380706465329
492,0.05080331061343718
493,-0.08077168856248411
494,-0.12606044378299605
495,0.15297074592996227
496,-0.028809815055396308
497,-0.0276656990371423
498,0.06717462481783865
499,-0.0744175856497428
500,0.02452546571044511
501,0.259726507590664
502,0.09515811001139837
503,0.2330223528667352
504,0.019632544015358775
505,0.21840843259715167
506,-0.18165884651533157
507,0.023442349592164752
508,0.011587147030184992
509,0.08849912974279855
510,0.2155115753212867
511,0.006049209160343051
512,-0.10284872717283429
513,-0.052787565650719806
514,-0.05327442353082787
515,0.02574261041071537
516,-0.09016607939601852
517,-0.039751945910825606
518,-0.002507379120535211
519,0.07665530671859787
520,0.022127690650912746
521,0.10531953091438288
522,-0.24601228118050672
523,0.07642498083551533
524,-0.06620090313176749
525,-0.1997577882083498
526,0.19284792722187205
527,0.06724765394429405
528,-0.16220986137839025
529,0.008897381906475835
530,0.06762455954701385
531,0.0938059129318867
532,-0.1772395326192795
533,0.06002921129503408
534,-0.05842330116427356
535,0.3014679033975844
536,-0.1328513440344954
537,-0.10827653359298929
538,-0.16177168661965824
539,-0.1411392405063292
540,0.008325421750805365
541,0.16130818712681333
542,-0.16490177467823297
543,-0.02319863680623174
544,-0.014593564956240038
545,-0.012122761214691458
546,0.08087926533295667
547,-0.19936830190426333
548,0.010053798780943332
549,-0.12777818353794576
550,0.08185298109317284
551,-0.06696730140886795
552,0.00561103706824576
553,-0.030672606450335652
554,0.020278000931055227
555,-0.036733427054155485
556,0.11632251900482567
557,0.04605759635240875
558,-0.1365271210293115
559,0.08057645027826266
560,0.04357351509250246
561,0.15599211280456396
562,0.004625149861026894
563,0.09523114002675631
564,-0.09023910807803473
565,0.0805993220518945
566,-0.19621589713056348
567,-0.0980166627127615
568,0.03692817020619871
569,0.15253443042519835
570,0.2069389419399442
571,-0.06187963656173838
572,0.10937262276628275
573,0.058800260470054724
574,0.10361552833400449
575,0.21495992551472504
576,0.06363232493012752
577,0.11761340815632822
578,-0.09119014584361684
579,0.1459626573620733
580,0.11822126473724726
581,0.12130285550954156
582,-0.01577419531550216
583,0.046421898868306485
584,0.1289199666526226
585,-0.13999598342508163
586,-0.0663355972834639
587,0.07473404904962724
588,-0.09346454153375082
589,0.00640229801304626
590,0.1045527297532126
591,0.07787433971001875
592,0.1644727633475159
593,0.07926046288159726
594,0.10434581515416669
595,-0.17001387575328883
596,-0.08795087604152665
597,0.07668151612583907
598,-0.051886878572519834
599,0.12399053061652815
600,0.20414447868745983
