inat_taxon_id,species,photos,rho_primary,rho_flower12_descriptive,rho_background12_descriptive,rho_observer_pair_exclusion,rho_calendar_quarter_stratification,rho_matched_background_differential,maximum_direct_check_error,direct_checks
47687,Erodium cicutarium,46,0.122294366882711,0.1449561422734411,0.0122377251886965,0.122294366882711,0.122294366882711,0.1149619554799943,2.775557561562892e-17,7
47894,Opuntia humifusa,61,0.1351985175808135,0.1340019236760264,-0.0266479349251651,0.1347444319813628,0.1351985175808135,0.1208996307320753,3.469446951953614e-18,7
47908,Asclepias angustifolia,69,-0.0389991286820023,-0.066421593730622,-0.0323263068765644,-0.0412209647109663,-0.0389991286820023,-0.0211568097459434,5.551115123125783e-17,7
48152,Cynoglossum officinale,41,-0.0091103137477279,0.0384700155711117,-0.0531378744741389,-0.0091103137477279,-0.0091103137477279,0.056021354045774,2.775557561562892e-17,7
48363,Tecoma stans,55,0.2472550451571261,0.0596794601263988,-0.0661030390023,0.2472550451571261,0.2472550451571261,0.1048608433813746,1.3877787807814457e-17,7
48625,Oenothera speciosa,47,0.0722160189946059,0.035463272807691,-0.0050530656198886,0.0728440077347269,0.0722160189946059,0.0625517038546837,2.775557561562892e-17,7
48651,Cosmos sulphureus,54,-0.0193158121899783,0.0022942489739158,-0.0214928226733855,-0.0193158121899783,-0.0193158121899783,0.0098919398065598,1.3877787807814457e-17,7
49322,Carpobrotus edulis,61,0.0272611247626171,0.0062067504358503,0.0113699898208287,0.0272611247626171,0.0272611247626171,-0.0120984602137823,3.469446951953614e-18,7
50612,Lupinus nanus,58,0.1117141187275611,0.0522297688019222,0.0806338328483716,0.1127778427364707,0.1117141187275611,-0.0155724525806136,2.775557561562892e-17,7
50642,Delphinium nudicaule,57,0.0234732378141015,0.0642964727553913,-0.0038533105867843,0.0256546290419695,0.0234732378141015,0.0743378685484289,2.775557561562892e-17,7
50832,Gilia tricolor,67,0.0167907852585729,0.0241966666267352,0.0670720706372677,0.016109260246018,0.0167907852585729,-0.0249299904927204,1.3877787807814457e-17,7
50878,Erigeron glaucus,52,0.0642793034694187,0.0167067771522003,-0.0342984482361395,0.0642793034694187,0.0642793034694187,0.0861765365336796,3.469446951953614e-18,7
51082,Quincula lobata,73,0.0391979446064372,0.0865065815890728,0.034339030678851,0.0391979446064373,0.0391979446064373,0.0708907705792436,1.3877787807814457e-17,7
