null_index,global_mean_species_partial_rho
0,-0.005918535615936497
1,0.006757844491489616
2,0.005826327533978641
3,-0.0013860272537442645
4,0.002485066487359926
5,0.002446015490578316
6,-0.004008321773899092
7,-0.0027870631482100243
8,0.0005908788629402215
9,0.0029245231750670534
10,-0.0024344824256523493
11,-0.0016562111588078246
12,0.003985464122118329
13,-0.002465067713906995
14,0.005995683047646242
15,-0.0011634157369208643
16,-0.007578025477373392
17,0.001682636164471925
18,-0.007165558643626295
19,0.000702782332808002
20,-0.00049422098324955
21,0.004888390485330104
22,0.003398605892596314
23,-0.004783290118091171
24,0.0005440642868033261
25,0.000748388326613658
26,0.0005599197405389554
27,-0.0025228330832146595
28,0.0029547414361209313
29,0.0012737336522917338
30,-0.0024893734412035624
31,0.0034294829543711275
32,-0.002464665788222945
33,0.0003519742468900661
34,4.325589320727804e-05
35,0.0026330033928082287
36,0.0003962004229584221
37,0.006577953045117506
38,0.009616082521363145
39,0.0016569289119120992
40,0.0013284353488239463
41,0.0007122924205172381
42,-0.00042283382766213507
43,-0.0007371203386880379
44,-0.004507589143985624
45,-0.002713279634859528
46,-0.004173780914527301
47,-0.002292252219248388
48,0.007268716537458658
49,0.0018493765454718235
50,-0.0018454885808447464
51,-0.00913795778177711
52,0.0044193458943870625
53,0.0006922500884349547
54,0.0034671460206873
55,0.00575875463411951
56,-0.004289253283138176
57,0.0019717075359189985
58,0.004345131722483418
59,-0.0008084423012524373
60,0.0004347157876835969
61,0.0029242261002339663
62,-0.0022439136660782183
63,-0.001292692889264066
64,-0.001065126735898077
65,0.0015183421704659929
66,0.005846575997554343
67,-0.00544778188244371
68,-0.00039205566278589375
69,0.0030327086569083826
70,0.0007345339915131994
71,0.0059095851790239
72,0.0010270021340680977
73,-0.0017210338439314619
74,-0.001377562693843094
75,-0.004972661325326542
76,-0.007628558194670538
77,-0.0025904953178631203
78,-0.0009983674777040348
79,0.0059191787771828855
80,-0.0011911789845377159
81,-0.007997239707828938
82,-0.00011679237918961528
83,-0.0026166245386167086
84,-0.0015717288723333118
85,0.001011200678683144
86,-0.0021236833115645887
87,-0.0046272036562784585
88,-0.00926011734965101
89,0.00034397755739051116
