permutation_index,reserve_primary_partial_null,reserve_primary_D_unbiased_partial_null,reserve_background_partial_null,reserve_background_D_unbiased_partial_null
0,-0.05148140433166459,-0.05215210155940722,0.042279983736486663,0.04177029075836552
1,0.03469280967554021,0.0354525423241492,-0.004059333671516949,-0.0048375310687312255
2,0.03014353436562583,0.03007190788000747,0.050036870415268955,0.04960679071430233
3,-0.09121348110855808,-0.09140813837020986,-0.011540405521032904,-0.011497983751336325
4,0.11766660719561611,0.11756707557922125,0.06280530142342626,0.06308194522588319
5,-0.018700781142122095,-0.01878544551039219,0.024827199777821274,0.02474950481278713
6,0.03275800730360769,0.032627218893413024,0.009248122379826536,0.009241182651000077
7,0.03553221282933462,0.03578307461465128,-0.05775600358278661,-0.05796286920893257
8,-0.05115304871584608,-0.05126476779752351,0.0192712518463415,0.019231574125346363
9,-0.057369137826774025,-0.05792406889341283,-0.03786282646042949,-0.038123575848968604
10,-0.019293586610512864,-0.019884953923929107,0.014393062533424662,0.013605201777892366
11,-0.031246715907439843,-0.031014895596659372,-0.07761295894466376,-0.07782040594649814
12,0.04991397768818168,0.050199791491696934,-0.04303439200845654,-0.043686247476901266
13,0.07177495279060389,0.07161727062314388,0.008524024527784729,0.009141693892171232
14,0.07497656020939818,0.07482908793842186,0.004269969736310315,0.004586966421754754
15,-0.034787146549977374,-0.0347112620082882,-0.08066605284495677,-0.08044665337021126
16,0.0007669967175453449,0.0005498440745899162,-0.012249332963288726,-0.012779526431677369
17,0.027501809868710866,0.027563929859440367,0.11072462763068328,0.11091549832116371
18,-0.017150382628463436,-0.01732162530852176,-0.1051103884494964,-0.10544973439692953
19,0.0174680764474868,0.017214039690528253,-0.017452897045000124,-0.01713443175189612
20,0.03242589164622141,0.03259797949114363,-0.009888976964294506,-0.01006858319626466
21,0.013698128936052375,0.013350787387925007,-0.028911489476092907,-0.028724784379883943
22,-0.04299926993455221,-0.04290058639965613,-0.0509219294115784,-0.05143737813188596
23,-0.03562592324589354,-0.035591203066381465,0.004802554320771414,0.005152030524746194
24,0.05880838858609109,0.05818327571789903,0.05055155647933278,0.05078547898238309
25,0.0025952864854879134,0.0021513553231136302,-0.14346137092448277,-0.14289007412906357
26,0.03399053537425298,0.034553926747053675,-0.050868750670112955,-0.05065263037949145
27,-0.00858512005525279,-0.009215436820531863,0.027245568466855753,0.027925638726969283
28,0.04281423811367085,0.04244125467461893,-0.0007738831902248535,-0.0012239558309116636
29,0.026360022011365482,0.026004905134638035,0.018759158485227037,0.019152980234500752
30,-0.002693131547463069,-0.002868444661125659,0.01721237425951451,0.016948361624340602
31,0.017380626484273142,0.01764377101867303,-0.0805417377450362,-0.08063943204367229
32,0.07775440716362061,0.0779689423313157,0.09026903059155085,0.08992073511572644
33,0.06204921988591324,0.062338623221491696,0.0265741637610186,0.025910868211366848
34,0.03939563704951067,0.039026831015052485,-0.020794907671040808,-0.020424214667255004
35,0.10796291121462424,0.10804455237570344,0.055129882816633974,0.05554100575604326
36,-0.00039755917696420237,-0.00025358819170388113,0.03524833734766608,0.035594281348456366
37,-0.023192425951862702,-0.023125704109065094,-0.04500713547804825,-0.045661654460025
38,-0.06568196684206146,-0.06566397004981296,0.020688789359643408,0.0201534345172772
39,-0.059413409576920255,-0.060004620757577815,-0.055032959607510715,-0.055006285920435
40,0.06158738340411159,0.061247332507498954,0.04688165576118076,0.046517280444560064
41,-0.04091510228358275,-0.040368255661735526,-0.01967964830508287,-0.019759999680255637
42,0.013262925976869252,0.013189724542745225,-0.025207067882190348,-0.024999157555232118
43,-0.11557502513997084,-0.11521186719173612,0.03058863674248643,0.03015124192094727
44,-0.016787777701119038,-0.017056447717941407,0.026350186724341067,0.026049172184844545
45,0.035339564797850075,0.03505742232643911,-0.008992108949370362,-0.009659299210151165
46,-0.013024621007267406,-0.013140958159261407,-0.04501279432207353,-0.0453728487550228
47,0.03807011102459496,0.038139123053515724,-0.09522952467859823,-0.09563054376891798
48,-0.02522696286759254,-0.024933565010266716,0.08023543237681069,0.07986254424308946
49,-0.05558159624034495,-0.055691285967177984,0.02131263610455422,0.0214614932965674
50,-0.011505270053677505,-0.011243593230908035,-0.03773921946413184,-0.03707774603137498
51,0.04267127238435014,0.04271934537417353,0.028951737151288903,0.028645604200427558
52,0.08789669018612645,0.08750529341914144,-0.005509086182526614,-0.004755557797348714
53,-0.05731104942443063,-0.057384120442661064,0.06540501965770329,0.06594556715129198
54,-0.03613851200413329,-0.03651231138019236,-0.0008836079470178298,-0.0009256334684411973
55,0.095932528238003,0.09580978808825713,-0.0035965523145153333,-0.004115947850640765
56,0.005700354389122719,0.005543530700224937,-0.05783954977003447,-0.057836069108296376
57,0.04548225344059394,0.045676418862555315,0.03222088702412029,0.03202907280208796
58,0.030414160693163172,0.030895491818580145,-0.1088947228896735,-0.10913956033937386
59,0.08816796278752179,0.08810938459173286,0.04802733990261194,0.047837394913198536
60,-0.03447869698514038,-0.034298248662038865,0.11341410514581195,0.11329490018015466
61,0.00040837547201387595,0.00012526106599821356,-0.09387674636677747,-0.09386664054502172
62,0.07480018325343894,0.07544072534335558,-0.004793047110132344,-0.00451858730674371
63,0.028810127555356495,0.029283067784239815,0.061074197140055915,0.06052921877853653
64,0.04097268912882764,0.04104201810858256,-0.05600666581605782,-0.056328884018368504
65,-0.03771808558963925,-0.037459916483464244,-0.008569701025073238,-0.008617238889739122
66,0.07281698845566396,0.0729312999089893,-0.17149602271019304,-0.17160016064647
67,0.009886720676381855,0.009729033732704803,-0.03618865208536903,-0.035932571527404755
68,-0.03748866083849689,-0.03764677596995423,-0.029364468500500177,-0.029289528906248603
69,0.004525180428849894,0.004701194820488324,0.02656914965862656,0.0270858632472828
70,0.027695450981385913,0.027703072840723715,-0.01087738108619335,-0.011308970254746049
71,-0.0008344039955313412,-0.0012672134011591984,0.08384165998065614,0.08360843363002152
72,-0.0405667714151482,-0.04101418263689611,0.03816149167416049,0.038293836162540056
73,0.0005013940060724405,-0.00011570216057050082,-0.0025383536536985386,-0.0019353316250481807
74,-0.05655979641207085,-0.056393270889159144,-0.03199621589014005,-0.031285453097194896
75,0.04611957380565079,0.0460304022814615,-0.03820808785864423,-0.03788563833349683
76,0.0906730143680627,0.0909077034222344,-0.04630490351429045,-0.04603025912873919
77,0.04860181532431261,0.04825521052037662,-0.026297919998950956,-0.025858618535403437
78,0.07511929522649798,0.07512362866765492,0.07268820592085588,0.07272898357991685
79,-0.0983139184426052,-0.0988579834815039,0.0006052759713513328,0.000290925453258067
80,0.0790519206751101,0.07885474482584413,0.009588014598376078,0.009600285954653107
81,0.032782018939686325,0.03280809281158494,-0.014663602028261906,-0.014910445324352112
82,0.014873038376613787,0.015029537978287237,0.007510901855267044,0.007563280844518583
83,0.04738007075388231,0.047551804626509084,0.015903548985776842,0.01604463368494093
84,0.05339421440863397,0.052582672122310194,0.0057410677928892,0.005372141045672267
85,-0.01337338996351405,-0.01259880975037689,0.09674081876016595,0.09703945650797294
86,-0.03366856632874662,-0.03366240014369251,-0.057139214023865556,-0.05724906291328041
87,0.01860296821552186,0.018340905495837705,-0.0518918826961863,-0.05153964087974727
88,0.09973398301018022,0.0994521295506942,-0.029242718493255215,-0.02934191644765776
89,-0.04174317235342444,-0.041959929568972675,0.028537763313414243,0.028364899004380037
90,-0.017120975477027733,-0.01701179510903134,-0.048701515558190224,-0.04855620649667331
91,0.017425047523652783,0.017616997485189283,0.007880522851830989,0.00815387204584157
92,-0.08479946015347692,-0.08478001116449356,0.04156678870190867,0.04160808534946945
93,0.11718478002074807,0.11703456442169528,0.044879438295323176,0.044606561280901756
94,0.056031021109003945,0.055744152312193415,-0.0076044878124483795,-0.0073379730755168526
95,0.08017694882394734,0.08040339010691357,0.026157131981013288,0.025480519546610278
96,-0.020791587341632584,-0.020781320989553657,-0.0641566441591234,-0.06422401882247313
97,-0.029284625289515264,-0.02903826903181929,0.009421274087467688,0.009686588345129473
98,0.02805056527272473,0.02779300944320448,0.008791391000440057,0.009092418558839918
99,-0.036873397163173074,-0.03648367841302909,0.014358433127068776,0.014538723069958386
100,0.06893104253292205,0.06912422255741489,-0.09171859157724425,-0.09138445027435936
101,0.028591987616934,0.028431305024448753,0.028683135830686556,0.029209421396572604
102,0.0620170182967179,0.06148407045190927,-0.08378003135043283,-0.08370443735644346
103,-0.02860399423525511,-0.028514262118587735,-0.009752669590464598,-0.009994923937507762
104,0.05049017136235351,0.04993890788567438,-0.08970191741726352,-0.08991304333160846
105,-0.008001193236184428,-0.008269345926258671,-0.006120423951700004,-0.005612407819356382
106,0.024294556226921546,0.024415600297906008,0.013586649165927217,0.013164199639070753
107,-0.05777047249178709,-0.05862033739750682,-0.026134594629301133,-0.0262261151561707
108,-0.07921988193849702,-0.07960374842836354,0.04530954022564055,0.045426743893976614
109,-0.031788026117357024,-0.03191036673251539,-0.0437173275763458,-0.04384025641610953
110,0.08049327309391213,0.08090831943218034,-0.006661708290051232,-0.006925235202768801
111,-0.06466867145063264,-0.06506945949493301,-0.01673358421954269,-0.017097505149562667
112,-0.013787844342214162,-0.01332853858939587,0.004603158234437918,0.0036965609100940576
113,-0.006002902925058092,-0.0055930199210458935,-0.000775928032608229,-0.0007516242371286056
114,-0.0014505044052204074,-0.0017129113685575789,-0.04062365790887201,-0.04082751743131547
115,0.07131110098971842,0.07151941142043276,0.005029057751071924,0.004776482134547482
116,-0.061832112245456594,-0.06176323165854726,-0.013065245900537942,-0.013222842115914344
117,-0.030845429528773533,-0.030772565352141207,0.027769755084417064,0.027605666740374273
118,0.01133279933149853,0.010916250167316705,-0.022841758908848896,-0.022536941907332245
119,0.023812658494609378,0.02426084064690513,-0.10094882409522024,-0.10052161710824419
120,-0.004659718932270247,-0.005408880284437901,-0.01366325398815455,-0.013757515234354693
121,0.03804761566194291,0.038484913335354996,0.045374019347357936,0.045491364081617816
122,-0.028658885647331215,-0.028037604821040504,0.0013141953604301733,0.0010348972237521367
123,-0.0619151558087978,-0.06201706556569287,0.029721220027924187,0.030385061282649395
124,-0.013816562451563527,-0.01430477970793537,0.004913232738799223,0.005033296614539669
125,-0.013688169040176437,-0.013834034854034822,0.01643862439307777,0.015894675759805018
126,-0.011976849409322473,-0.012098917127142225,-0.012680855265084012,-0.012256642681526812
127,0.028729888867452515,0.02812566271482513,-0.060335807048668595,-0.060449069428540274
128,-0.021537163772105097,-0.021742833851935327,0.017330860205368552,0.01768222476403232
129,0.09825722680093535,0.09829461408570148,-0.024156062325642307,-0.023449904141923026
130,0.005935443371774025,0.005425626298879131,0.002958980264756864,0.00321284828897839
131,-0.03421487788563117,-0.034442551193834436,-0.08202458365274773,-0.08148941176958402
132,0.06345681296356694,0.06329687946471192,0.01492728426888416,0.015213687156950147
133,-0.11237484482785957,-0.11190920762982055,-0.08182190749416758,-0.08169027116071649
134,0.05674131671710905,0.0563433233857262,0.017968196316441108,0.01805341213094371
135,0.01838297751785019,0.01843462495858423,-0.005184790718569524,-0.005200586152773658
136,-0.019386102068985906,-0.019523803724004144,-0.010592353205219956,-0.010474575831727334
137,-0.009960422042981266,-0.009830601079678454,0.03407240704750942,0.033896078939666605
138,0.08506828565435846,0.08503510982201634,-0.05519278075741589,-0.05411595356277771
139,-0.048717716893540056,-0.048459679328091,-0.004163723842385822,-0.003821338128715535
140,0.10090624473896369,0.1005252369021573,0.030012167778261635,0.03018917788351911
141,0.0872615428602827,0.08743441868292297,-0.06624962634312946,-0.06539819882304504
142,-0.039619217187753915,-0.03942912628266924,-0.15514002582609668,-0.15529775603763663
143,-0.07741095602896947,-0.07720832727107763,-0.013264999330606366,-0.013428992285435001
144,-0.08508435219465271,-0.08547007026852883,-0.011900667418727178,-0.011435962023852306
145,-0.055833380087581576,-0.05516286778673872,-0.1368617756207689,-0.1369377382422951
146,-0.0006046812905036242,-6.662256307067082e-05,-0.06664508425988634,-0.06636368137572259
147,0.004968115200063035,0.004950932859673258,-0.043557365597477686,-0.04376827054163537
148,0.09633457634687134,0.09656299230847397,0.000442457326195064,0.0005749226972789746
149,-0.09841996625520652,-0.0983547234941135,-0.08601050190537235,-0.08558482972588133
150,-0.09586146702676221,-0.0957734845367387,0.0031953821824686974,0.0033348370674292716
151,0.03712738568593314,0.036453492945249105,-0.018339660422084916,-0.018334297685404802
152,0.08383224401990738,0.08423077028967124,-0.11379522910409237,-0.11327463736240105
153,0.03255630718730534,0.03245640835445194,0.038430456450231056,0.03789272103944975
154,-0.010896565358239227,-0.010485698377748343,-0.07040782194604975,-0.07013258314892722
155,0.06956651792303192,0.06864802550420314,0.01385653366646405,0.013674137644496348
156,-0.11491706435609644,-0.11506324780963521,0.04519922501517353,0.04522027285035202
157,0.05515390232221936,0.055062456378923874,0.008385295888987523,0.008229327765381406
158,0.013473911718225404,0.012809234456909173,-0.06432422603365517,-0.06403908967007306
159,-0.01876988882706935,-0.018914937192695703,0.014955230994145493,0.014560064477026763
160,0.016722403370008493,0.016699433917241057,-0.003957416275283471,-0.0037998015115017422
161,0.022172915475756633,0.02233154594389182,-0.0648756907461178,-0.0651355255384487
162,-0.010626927742433801,-0.010701416468623317,-0.13100238694973815,-0.13104974900057684
163,-0.04841289591301436,-0.04793408507873283,-0.0006496228783098526,-0.0007807468991772225
164,-0.03802280058155112,-0.03754448926010211,-0.02868834649361805,-0.028349243286033
165,-0.017661421379894758,-0.018088927531475927,-0.04282702491275827,-0.04237398707172152
166,-0.007846583998056203,-0.00730619501508222,0.09519671328577976,0.09489974327776043
167,-0.12914895253687278,-0.12893071681202137,-0.09683277856510589,-0.09672978191284318
168,0.03795231331409824,0.0386653690607332,-0.023614485345424513,-0.024166614196064785
169,-0.017182873955186837,-0.017210821569874357,0.08006699932521665,0.080475308303376
170,-0.09804283979431304,-0.09805211440295736,0.056536525614342206,0.056563461792428375
171,-0.0317390363152417,-0.0319593626284734,-0.03958499434232496,-0.040088391677891126
172,-0.001144252020506691,-0.0008847409462032168,-0.026186666335610103,-0.025923491605162476
173,-0.023425704313131745,-0.02324665386132003,-0.05441872891851403,-0.05402151315212144
174,-0.005831907428469973,-0.006036545308906372,-0.04725976755219916,-0.047300753458778634
175,-0.014890959782828438,-0.01483756203952306,0.02697827859934332,0.026733893855076553
176,0.025104352696765777,0.024522305153249827,-0.03158434946964951,-0.03182176227273152
177,-0.10022801544977744,-0.10073921585094804,0.04674059572477659,0.0463556400237754
178,-0.08176970624784867,-0.0817803839061208,0.021470240720740476,0.02086078543778978
179,-0.07927166700955028,-0.0792066614388819,0.08661619964645986,0.0859463503858159
180,-0.09654717538621702,-0.09620080006761995,0.057168540579475624,0.05681358787906479
181,0.045649294253814594,0.04552346430954399,0.060552961851642,0.06066753930329156
182,0.10089619670505484,0.1010930860274955,-0.0466990268936367,-0.04670247698836824
183,0.07756794905347456,0.07751751661939596,-0.010130954091226937,-0.009732479030564877
184,0.08647186745609726,0.08682992426850998,-0.07929484982285766,-0.08005211426777012
185,-0.008383728998302552,-0.008536263635586797,-0.011786042661138736,-0.011770727058414253
186,0.05180844646646925,0.05220341570950809,0.03757911487364179,0.037749709703932474
187,-0.03792972814172566,-0.038698687150337245,0.0807903941500816,0.08017054376728004
188,0.0015224710987180514,0.0018765997633579839,0.024732420328737,0.024608805539509754
189,0.09361864779619215,0.09383152810067591,0.08277979852720665,0.08300803593841626
190,0.09398509044850531,0.09390866578228022,-0.05520084188110979,-0.05557832905256043
191,0.023126325165333975,0.02342391754003832,-0.03280277624359302,-0.0326377357020512
