permutation_index,primary_minus_complement_delta
0,-0.011125526576140417
1,-0.0011168781495781298
2,0.004582231242221934
3,-0.005780912759494648
4,0.0002920608512795679
5,0.0036154198680958564
6,0.002236539290280736
7,0.0013505727383064693
8,-0.000884955346013459
9,-0.01306798077007588
10,-0.0029344065148978185
11,-0.00045339751263562397
12,0.003777240170552043
13,0.006895104233228416
14,0.012522839185247934
15,-0.002686131286420821
16,-0.000864525525558595
17,0.004269693085488137
18,8.395201748755008e-05
19,0.0022426115690636554
20,0.003335157437888075
21,-0.00032827968282544756
22,0.0006135689688390685
23,-0.010524693584876187
24,0.01841638082553531
25,0.004593554096300825
26,0.001581095391269683
27,0.0014343395830801991
28,0.011451820030873054
29,0.009399455740523269
30,-0.0017711850782006862
31,0.005908245072616973
32,0.00788224160995676
33,0.0012633515437332592
34,0.0002714158604806222
35,0.011005894685343425
36,0.0017743903275094137
37,0.0009361374819134233
38,-0.011637319295612035
39,-0.013625154534437755
40,0.004350672589971884
41,-0.008526758923620823
42,-0.008894705535051377
43,-0.014143619511942603
44,-0.007052447774216399
45,0.012912550885357648
46,-0.004103629051673262
47,-0.0003676190712465794
48,0.00208946263403859
49,-0.005083495473132572
50,0.0006215234594968595
51,0.01748118823831653
52,0.009673978755118365
53,-0.009102755568286795
54,0.001800678459113933
55,0.011056159568404826
56,-0.002155776042230084
57,-0.005831681391062995
58,-0.0041984561701906105
59,0.013442356740522852
60,-0.009131342309799322
61,0.005324446469406066
62,0.014659092325783895
63,-0.0023026597414118354
64,0.008008618009471589
65,0.002238236484290967
66,0.011736461500431235
67,0.0020791408843478846
68,-0.0012085910841426956
69,-0.0006351573494853012
70,0.00590556510760666
71,0.008549672016508383
72,-0.00023189025426523376
73,0.005460411295691411
74,0.0005333760356397233
75,-0.0025918185410645973
76,-0.0033988396310601467
77,0.004310779811585021
78,0.008729168536144543
79,-0.005892156214029682
80,0.00856118507192788
81,-0.0014526561827281279
82,0.0022644638814843954
83,0.004233673251441226
84,0.005834410519766254
85,-0.003917899469207324
86,0.002699888270907702
87,-0.004904231330787414
88,0.006100556181683624
89,-0.002277267953956097
90,-0.004361187880155132
91,-0.004079140405599905
92,-0.005722669468016363
93,0.005901161411385148
94,-0.002726477689835298
95,0.0016727933694248142
96,-0.00794350767998124
97,-0.006624843824180216
98,0.011256746383336132
99,-0.001112246189121242
100,-0.001254573000335912
101,0.005127365961455284
102,0.010485164460287778
103,-0.002079841462787691
104,0.010514824244159945
105,0.005695222489336196
106,-0.005370211934421593
107,-0.00777093000292423
108,-0.003167215440250706
109,-0.008301209451861715
110,0.010797309444893878
111,0.0015329437559702898
112,0.003830536972374016
113,-0.004079142478874316
114,-0.00541927405027149
115,-0.0012270326905615824
116,-0.008344061155402685
117,-0.0005668799176540224
118,0.0023008951928247656
119,0.006448688604323339
120,-0.00046060241452093066
121,-0.0013554739210171426
122,-0.004027381915610441
123,0.006593166155558732
124,-0.0003799807384675131
125,0.0014309761858429487
126,0.0042021325961149
127,0.004184378364818643
128,0.00029050724533526053
129,0.012323667841787875
130,-0.00675472857574051
131,0.003686648996434289
132,0.0013018230883395225
133,-0.011822208931075929
134,6.414601083679821e-05
135,0.00513576039500249
136,-0.0011865160748234672
137,0.0014309006049166339
138,0.0032204530231151824
139,-0.007621822086059311
140,0.001994232932192878
141,0.007565819659018912
142,-0.0045610009728433605
143,-0.005469997306680532
144,-0.00842502728132345
145,-0.007802184327699484
146,-0.00441894142160405
147,0.00027210953073675704
148,0.013070943704913515
149,-0.0029539118241326038
150,-0.005154232972773295
151,-0.009259931817010921
152,0.005841069552652588
153,-0.003837053989140522
154,0.013250145156026981
155,0.0007931043145752523
156,-0.013957111528465738
157,-0.006356706313596457
158,0.006929340969701265
159,0.00015098880448334746
160,0.0004085994389410831
161,-0.012054283383349237
162,0.0004975063386712536
163,-0.014937488559327654
164,-0.0002445141987922361
165,-0.0020814152648467284
166,-0.0018958358792444448
167,-0.015913363400061956
168,0.004140499131844439
169,-0.006117479316617241
170,-0.0073637117887635556
171,-0.006741876181137004
172,-0.00257180009858043
173,0.0015265209399145559
174,-0.007792137650834394
175,0.0033281848113217052
176,0.0012803066816576747
177,-0.008197776604670097
178,-0.0111699458824079
179,-0.006988834044837281
180,-0.005636033250608547
181,0.005375491482306718
182,0.007053665753812957
183,0.008226152462574823
184,0.003080154897002572
185,-0.00032467207961642784
186,0.001883999431631549
187,0.005163883096195584
188,0.0029692919550802243
189,0.010709082199501974
190,0.01398654036961195
191,0.0005202676343870768
192,0.003522509945532367
193,0.009437568199419705
194,0.01642298034772748
195,0.0015954580815732958
196,-0.00014961002435363944
197,-0.007498554901276694
198,0.0012300169819765457
199,0.007985079196225328
200,-0.00527088968620702
201,-0.0022584202936772064
202,0.0024550607995168236
203,0.00812835480967393
204,0.010348132499753816
205,0.013933141914510245
206,0.013778857158128294
207,-0.011467095805269473
208,-0.002174714765516266
209,0.00575920887268661
210,-0.004451760296788167
211,0.0008717064057895483
212,-0.0012595309566497885
213,0.0009987611029776376
214,-0.002141636296962553
215,0.006520042483695498
216,-0.0002535961911507515
217,-0.0023535369061214216
218,-0.015826003847578575
219,-0.004402942966539487
220,-0.011378750715184432
221,-0.009482766774115206
222,-0.002985546482282029
223,-0.005207806900692919
224,-0.00114576848727233
225,-0.0060299431275541195
226,0.0021556017357307264
227,-0.006183765939451861
228,0.006673886607420507
229,9.953427299184015e-05
230,0.004313454193522516
231,8.811347093393932e-05
232,-0.0022880813962110635
233,0.0077234794846049466
234,-0.007056057682229109
235,-0.002913944880616193
236,0.0008538281530006719
237,0.011246417902056438
238,0.00010393310228426315
239,-0.001924606732713447
240,-0.01137306792452453
241,-0.006456306752155024
242,-0.007464094992196933
243,-0.004010675305741552
244,-0.007006170355397583
245,0.0038547970691735866
246,-0.008196277772130882
247,0.014320478856957981
248,-0.0034918349673557377
249,-0.003095374661088347
250,0.0020850784590878786
251,-0.006319760517349395
252,0.004363198191971241
253,-0.003661376153355392
254,0.006564828096742182
255,-0.001971909525516551
256,0.0004442462296879849
257,-0.00016004458961774355
258,0.0008714344430173116
259,-0.001622234217035049
260,0.010295157236737719
261,0.00383989713431141
262,-0.003306541827857341
263,-0.002369431771906489
264,-0.007411409129041856
265,0.001911866868579515
266,0.00903396413445794
267,0.006809053508862283
268,-0.00015480964523939718
269,-0.010682287163643809
270,0.0011244126539513063
271,0.002867256397053118
272,-0.0007506878810791123
273,0.008083616387578308
274,-0.006426761810242244
275,0.001502061452284227
276,0.008762749467076792
277,0.0011024611602910666
278,-0.012217263131529764
279,0.015137067847019871
280,-0.001673683732006933
281,0.0017670323498418313
282,-0.0032819706630749877
283,-0.009242685033018509
284,0.010973505056448304
285,0.006511216066736478
286,5.062393494927649e-05
287,-0.0004874881291751761
288,-0.008290096360841454
289,0.00935159847313397
290,0.0024070356257092753
291,-0.005201851636701794
292,0.006679855142304823
293,0.0031790248995025717
294,-0.0024993213891006203
295,-0.0035599056953424363
296,0.010859308606405098
297,-0.0007533965531655031
298,-0.004750002033658754
299,-0.006024712835336127
300,0.0040407515319445695
301,-0.0016539593265482953
302,-0.005449018541531155
303,0.0056453684194994235
304,-0.0011008019817949364
305,-0.0006301289545558152
306,-0.0032558796393779227
307,-0.010569117230727551
308,-0.002657651431450697
309,-0.00848790239206414
310,0.003870697939078918
311,0.0022842696898690905
312,0.0010135108212133183
313,-0.005541073555917804
314,0.004973876572288014
315,0.004091212511362906
316,-0.008779633387815858
317,0.00029560937760319313
318,-0.0006095015613367103
319,0.0009629888480428101
320,-0.0008987493188754944
321,-0.003533961109714585
322,0.0038114924382537893
323,0.005733417954153693
324,0.009573262325260368
325,-0.0012035163397889886
326,-0.004255674337823329
327,-0.0009864615105357353
328,-0.0125718833412315
329,-0.0022048822131984294
330,0.0005773579556231079
331,-0.0027978966225194494
332,0.007757056687424557
333,-0.009654507423437311
334,0.001878289821051631
335,0.005106658555453989
336,-0.0008779138864821417
337,0.003255494998640367
338,-0.011349805313393758
339,0.0041346008003259865
340,-0.005287160436090096
341,0.002431082668970569
342,0.01089444873124653
343,0.005553634239086304
344,3.590355075519438e-05
345,-0.003225792649975831
346,0.012983924099104234
347,0.0023074368675260566
348,-0.005888710633361784
349,-0.01069145537241085
350,0.00017644847072386337
351,0.0016840045535237572
352,-0.0058398131730310705
353,0.007019040178764502
354,0.0002726471913680642
355,0.009377375585435194
356,0.005163017579886562
357,0.004321866607423581
358,0.012980606547069356
359,-0.01008130693455939
360,0.0031135253170605356
361,-0.009319556874852067
362,-0.0023135797125987596
363,0.006959243325809712
364,0.003375897982588942
365,-0.00019489441866455846
366,0.001440102974185127
367,-0.0035550715707518147
368,0.0033168889646448974
369,-0.0027890800487843956
370,0.0029736183275672103
371,0.007782197364314561
372,0.00914942205777755
373,0.009107060318052638
374,0.011317815147637496
375,0.01348972392047672
376,0.005915294574637586
377,0.0019502373495251589
378,0.0011791014019156593
379,-0.0006044774524279666
380,-0.0014546773499148795
381,-0.000813112850129519
382,0.012276310701829532
383,0.01409270031594603
384,-0.008441324457196826
385,0.01313787649163773
386,-0.015825057183966127
387,-0.007060499974022112
388,-0.011795647629234823
389,-0.0011060951042154805
390,-0.0004017610230091697
391,-0.009674571134954745
392,-0.0022984840551200573
393,0.007245144092055575
394,-0.010269282703098544
395,-0.006489430640057444
396,-0.009728675006515697
397,-0.011398719344456108
398,0.0029387385099332126
399,0.007315408906673953
400,-0.006238733221388881
401,0.005253667192001727
402,0.012023131215235017
403,-0.006390540630896711
404,-0.0006972393597092135
405,-0.004742065992276894
406,-0.00016320231677873864
407,-0.01267260808478891
408,0.0014647775168997804
409,0.009340986956262443
410,-0.0002400248417734922
411,-0.00028450220718225503
412,-0.008990008631202369
413,0.009523799300772932
414,-0.006631767968390249
415,-0.0015032692043252683
416,0.009287055490439046
417,0.005945260240454199
418,-0.0034241074900189274
419,0.00208612671320851
420,-0.0064916615307050556
421,-0.007534032620677141
422,0.005235137092902239
423,-0.004390614593727891
424,0.0037074372536325894
425,0.0002128897258107944
426,0.0006837335345217513
427,0.0046049527967092965
428,-0.004725807437501987
429,0.009952528884917088
430,0.01077761893997237
431,0.006661479112711207
432,0.007280780223118922
433,0.00011382809519077264
434,0.0005555786899586607
435,0.009220088204481915
436,0.000999448608613403
437,-0.0013667139106059766
438,-0.0073625070753756535
439,-0.0034595792681266606
440,-0.010800830635341908
441,0.0062870181244132645
442,0.005694450299635233
443,-0.005429996675795771
444,0.0026403467603126323
445,-0.008516019016825855
446,0.0016166693576622933
447,-0.020770109567944593
448,-0.0037806935595271407
449,0.004887968034529067
450,0.0010106550426697172
451,-0.00037733235959595086
452,0.0004188024002715048
453,0.007791509408161321
454,-0.00499986529376464
455,-0.0031722237868728152
456,-0.006869840790380102
457,-0.0011418429735867526
458,-0.002111406825119259
459,-0.008050382514564849
460,-0.009199063854558315
461,0.0017844813557730164
462,0.007569359847941166
463,-0.011751708019543679
464,0.002086510036282261
465,0.002816147185322578
466,-0.010016384946316056
467,0.0029695191403709665
468,-0.008486555708846925
469,0.007992408150398518
470,-0.0015837980556562526
471,-0.014970338560728803
472,-0.005519388248544398
473,0.0028647459416711466
474,-0.017406638888395855
475,-0.003549193529749783
476,-0.0023641293103866465
477,-0.005327465279546345
478,0.0015348680679927815
479,-0.005975040941790242
480,0.0021524805231621035
481,-0.0009305373842832484
482,0.0011965176193736585
483,-0.0022380378371157092
484,-0.003999031051856273
485,-0.0016232470080439496
486,0.004883272559359612
487,-0.005165759875709272
488,0.003961536953566489
489,-0.0008496891818724553
490,-0.002303972930292173
491,0.00492104403639564
492,0.0009480860826380534
493,-0.014873552450907346
494,0.007049254200427355
495,0.00372723274079218
496,-0.003557997713775849
497,-0.0010895184350739537
498,-0.005890159338287885
499,0.009540279324843954
500,-0.00821432041070045
501,0.0012828833272940745
502,0.011181171692306376
503,0.0002540112188326206
504,0.00732314920202329
505,0.014590203611456576
506,-0.0027437038260860703
507,0.006670328318091351
508,-0.001571593709593375
509,-0.0018997912078304764
