cell_id,observation_id,photo_id,photo_url_large,photo_license,attribution,species,inat_taxon_id,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer,selection_hash,target_cell_order,target_cell_center_latitude,target_cell_center_longitude
152,359782951,656466540,https://inaturalist-open-data.s3.amazonaws.com/photos/656466540/large.jpg,cc-by-nc,"(c) Esther S E, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,53.2240806183,-4.1513132386,30.0,2026-05-09,8315575,estherseyyeh,8beba5ad973edcc7636e5f9b5cf4cde048f43528969ce5d41de90db23d449a27,2,62.73395554926718,-10.0
152,365024296,666415886,https://inaturalist-open-data.s3.amazonaws.com/photos/666415886/large.jpg,cc-by-nc,"(c) Jessica Ní Chléirigh, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,54.61922217,-5.94498166,8.0,2026-05-25,9838396,sparkyclarkey95,8cfcaea5d1c0cb4d0f3b3b1e407e4afb6d1736a20999a69064b3f772b42d8452,2,62.73395554926718,-10.0
152,352360568,643118075,https://inaturalist-open-data.s3.amazonaws.com/photos/643118075/large.jpg,cc-by,"(c) Cara Ennis, some rights reserved (CC BY)",Veronica chamaedrys,51610,51.7940887166,-2.1532380898,11.0,2026-04-23,9592331,cryptomarasmius,8d871c666f38e33d157760abb227569315f0d1cc0c3c76ba393f1fb06b302aef,2,62.73395554926718,-10.0
136,280572927,503916671,https://inaturalist-open-data.s3.amazonaws.com/photos/503916671/large.jpg,cc-by-nc,"(c) Ruslan Gleb, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,47.9693571416,24.0223054997,4.0,2010-04-25,4041820,ruslan_gleb,002b85243512a77d109a97f03206a87adb65141248a7a975083e7b1396dc0c9a,3,41.81031489577858,30.0
136,212252102,375097423,https://inaturalist-open-data.s3.amazonaws.com/photos/375097423/large.jpeg,cc-by,"(c) Andrey Polstianoi, some rights reserved (CC BY)",Veronica chamaedrys,51610,50.0406028289,36.2738661468,4.0,2024-04-30,5639297,p_andrey,07a6dea886444baaf82cc4ab65bf56b760979b23ff90132c11fff288e08a9c9c,3,41.81031489577858,30.0
136,361699285,660124771,https://inaturalist-open-data.s3.amazonaws.com/photos/660124771/large.jpg,cc-by-nc,"(c) Ірина Черкаська, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.086925,34.7240333333,2377.0,2026-05-15,9309565,iryna_ch,14110d28f7513deea4a322a126618749f4492e8147740d7f2f2bf9217632866e,3,41.81031489577858,30.0
136,357874207,652777933,https://inaturalist-open-data.s3.amazonaws.com/photos/652777933/large.jpg,cc-by-nc,"(c) Andrii Radzhabov, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.029484518,36.2396540283,31.0,2026-05-03,5443032,odn107,16aac0ba6648aa4bdd7e46c5a611e075e6d591af0c341cf35ed7fb6d06fec03a,3,41.81031489577858,30.0
136,359514197,655947068,https://inaturalist-open-data.s3.amazonaws.com/photos/655947068/large.jpg,cc-by-nc,"(c) Adam Guziak, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,44.6449378402,22.2419593402,61.0,2026-04-19,7091301,adam_guziak,17f7b1a2347ab0e1dceefbb43501d8c2f653a98a2bbf7556a584f762cd8a0ec3,3,41.81031489577858,30.0
136,360383791,657593437,https://inaturalist-open-data.s3.amazonaws.com/photos/657593437/large.jpg,cc-by-nc,"(c) Metin Mert Yiğit, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,41.4277919516,28.0992430821,497.0,2026-05-10,9690083,metin_mert1,1c4f5fdb19221fa81e0f4663f92208c99826d4c018db034080d5a4010e2edf76,3,41.81031489577858,30.0
136,349539658,637645124,https://inaturalist-open-data.s3.amazonaws.com/photos/637645124/large.jpg,cc-by,"(c) Radu Teodoreanu, some rights reserved (CC BY)",Veronica chamaedrys,51610,44.8707532095,24.8701745644,47.0,2026-04-13,7838074,ra_teo,2449ad5d6c68dba2b83d428aa2f706cda814c49d4ae031a38a5b6f3b2a438d78,3,41.81031489577858,30.0
136,361958324,660610127,https://inaturalist-open-data.s3.amazonaws.com/photos/660610127/large.jpg,cc-by-nc,"(c) Швець Оксана, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,49.4920978857,31.979518421,3.0,2026-05-16,9127739,shvets_oksana,2a755c8ec18f14327d50a5731010fde6b8fc05ad8091ff0866a11a4b9139a399,3,41.81031489577858,30.0
136,367647740,671428579,https://inaturalist-open-data.s3.amazonaws.com/photos/671428579/large.jpg,cc-by-nc,"(c) Марина Цибуля, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.1751318245,26.8924750015,8.0,2026-06-01,7694695,marynatsybulia,2abfe432381e5f164261b72ff7ddc549e7361e9dba54449aff924bd157d7a6a4,3,41.81031489577858,30.0
136,364250410,664952802,https://inaturalist-open-data.s3.amazonaws.com/photos/664952802/large.jpg,cc-by-nc,"(c) GrassLensUA, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.495879365,32.9164998606,4.0,2026-05-23,9548361,grasslensua,2d342acfbbab82a7536660c5722fa350f2459bd4917fef74857b2b765a50cdf3,3,41.81031489577858,30.0
136,69003111,111869490,https://inaturalist-open-data.s3.amazonaws.com/photos/111869490/large.jpeg,cc-by-nc,"(c) Alexander Baransky, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.9771191716,24.3466915628,4.0,2001-06-07,2826522,alexander_baransky,39fcae57b66af32a071235809180b32cf2ef4e63af77354e3ca90aacef6bbe28,3,41.81031489577858,30.0
136,361139659,659059270,https://inaturalist-open-data.s3.amazonaws.com/photos/659059270/large.jpg,cc-by-nc,"(c) Irina_Matei, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,45.3071516667,24.6601966667,3.0,2026-05-13,10415981,irina_matei,3abaa13e7b4d6d6924dffc8ac706083644e5eac027fe84f7a7324b4874bf430b,3,41.81031489577858,30.0
136,257380623,461695014,https://inaturalist-open-data.s3.amazonaws.com/photos/461695014/large.jpeg,cc-by-nc,"(c) Jessee J. Smith, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,39.7187583333,21.6226833333,5.0,2024-04-17,1579828,weecorbie,3d26ca935b0cde91f0c4379362f6a27cde6efed42ad5e95057a37da019f31b42,3,41.81031489577858,30.0
136,163811655,283372824,https://inaturalist-open-data.s3.amazonaws.com/photos/283372824/large.jpeg,cc-by,"(c) Andrey Polstianoi, some rights reserved (CC BY)",Veronica chamaedrys,51610,50.0374046734,36.2773114141,2.0,2023-05-26,5639297,p_andrey,454ce46ed3e5b0dddcafcc9188e79c7e363d798ab2620a9020e6ab0dc83b37aa,3,41.81031489577858,30.0
136,360682397,658164228,https://inaturalist-open-data.s3.amazonaws.com/photos/658164228/large.jpg,cc-by-nc,"(c) nataly615, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.4094096139,30.499900952,426.0,2026-05-11,9669701,nataly615,45de882ae47daa5415f1ac5cbffb40bb8b273a740539e4c0f522120fd2bd4817,3,41.81031489577858,30.0
136,363691150,663897704,https://inaturalist-open-data.s3.amazonaws.com/photos/663897704/large.jpg,cc-by-nc,"(c) irunaortik, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.4604960457,30.2791334817,122.0,2026-05-19,7673766,irunaortik,46b75623febc5b59295fc0051b35ac8def61a5faab46c1e1af86f9130a13e9e6,3,41.81031489577858,30.0
136,329246752,596774444,https://inaturalist-open-data.s3.amazonaws.com/photos/596774444/large.jpg,cc-by,"(c) Galyna Mykytynets, some rights reserved (CC BY)",Veronica chamaedrys,51610,48.6324779823,26.801955954,69.0,2025-04-25,4035512,galyna_mykytynets,57f1dccf6c9938c80f7625cacfaad65fe3fba1ac99d21b4651b4b06fe1a65934,3,41.81031489577858,30.0
136,147788401,254368369,https://inaturalist-open-data.s3.amazonaws.com/photos/254368369/large.jpeg,cc-by-nc,"(c) michalsvit, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.8190830484,20.4573586956,448.0,2022-05-08,6271452,michalsvit,5891d0ce672d3be2e8923160517a270b155a6b1a64da738e78d6b4be6a295209,3,41.81031489577858,30.0
136,368561071,673174520,https://inaturalist-open-data.s3.amazonaws.com/photos/673174520/large.jpg,cc-by-nc,"(c) Supii Lake Explore Center, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.3167883333,31.7400083333,4.0,2026-06-05,3346126,supiilake,629b77d7e30baee834e2367228a98b59db1fe7465f8fd65c735cbd3218dd68d6,3,41.81031489577858,30.0
136,363642151,663807173,https://inaturalist-open-data.s3.amazonaws.com/photos/663807173/large.jpg,cc-by-nc,"(c) Viktoria_Sergiichuk, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,49.4733321429,29.4866968319,244.0,2026-05-11,2864462,viktoriasergiichuk,65bd162249027f5de0afd982f72d6201909b4f763a828477be37f14b1be19135,3,41.81031489577858,30.0
136,365528164,667350311,https://inaturalist-open-data.s3.amazonaws.com/photos/667350311/large.jpg,cc-by-nc,"(c) Denys Davydov, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.3605696185,30.5152610206,15.0,2026-05-05,1775236,davydovbotany,697793ff239547b827754181041cc5cafbea15baa412a587661f7468413b565b,3,41.81031489577858,30.0
136,329246715,596774246,https://inaturalist-open-data.s3.amazonaws.com/photos/596774246/large.jpg,cc-by,"(c) Galyna Mykytynets, some rights reserved (CC BY)",Veronica chamaedrys,51610,48.6316434726,26.7948034905,31.0,2025-04-25,4035512,galyna_mykytynets,69d7dde3084e4f4a2076691c64f772efd8fd0241c7def56aad78cbe88e68bb47,3,41.81031489577858,30.0
136,268747049,483109591,https://inaturalist-open-data.s3.amazonaws.com/photos/483109591/large.jpg,cc-by-nc,"(c) vladislav-21, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,48.0068309375,30.9855624657,15.0,2020-04-30,4212738,vladislav-21,7c7b6c2984fa453408eb749328b636e86604fc262ed8c2680c87dcf7a13143ee,3,41.81031489577858,30.0
136,374081459,683706009,https://inaturalist-open-data.s3.amazonaws.com/photos/683706009/large.jpg,cc-by-nc,"(c) Сергій Сергій, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,48.1161399744,24.5816832036,7.0,2026-06-19,9078814,serhiim,81fe4d3c2957a44accf345642c09225dc283ddc5a054b53af5e444b6999303b6,3,41.81031489577858,30.0
136,361840781,660387499,https://inaturalist-open-data.s3.amazonaws.com/photos/660387499/large.jpg,cc-by-nc,"(c) Марина Цибуля, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.1706691953,26.8971118703,8.0,2026-05-14,7694695,marynatsybulia,83c96d8c2ee05b019b14b72f14906e866ece22a398e27e3f760a6c3de64ffff6,3,41.81031489577858,30.0
136,360213428,657278987,https://inaturalist-open-data.s3.amazonaws.com/photos/657278987/large.jpg,cc-by-nc,"(c) krszta_, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,46.7353176885,23.5338470187,4.0,2026-05-10,10506342,krszta_,88d9f8a02485b8fbde9acc679e65ede04648bc11be49f6f59d7833ac497b8888,3,41.81031489577858,30.0
136,351222212,640901888,https://inaturalist-open-data.s3.amazonaws.com/photos/640901888/large.jpg,cc-by-nc,"(c) Tina Mitic, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,43.3508731146,22.7315380052,622.0,2026-04-19,10161578,tina_mi997,8eb77c185ef5ea5d2038d41777674eb0fc9de5bac9ba3fbe3fec7546ca59f5e7,3,41.81031489577858,30.0
136,78559161,128583632,https://inaturalist-open-data.s3.amazonaws.com/photos/128583632/large.jpg,cc-by-nc,"(c) Alexander Baransky, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.8636000421,29.1324929746,4.0,2021-05-12,2826522,alexander_baransky,8f5195ed30af5fd72f6a457bfc9d73eb9a3feadd412196a5f58711cb76460299,3,41.81031489577858,30.0
136,366624606,669451380,https://inaturalist-open-data.s3.amazonaws.com/photos/669451380/large.jpg,cc-by-nc,"(c) Олександр Гриб, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.1380915438,27.723142656,8.0,2026-05-15,4217635,olexandr_ghryb,901c4a9118411bc6a23644d70f5157449536bc28dc2b1729a847ffff3c11fcb4,3,41.81031489577858,30.0
136,369996420,675895580,https://inaturalist-open-data.s3.amazonaws.com/photos/675895580/large.jpg,cc-by-nc,"(c) iryna_liashuk, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,50.0947503761,25.714781205,35.0,2026-06-09,6693810,iryna_liashuk,b1d8042b4065b9bf489502579b80e14dc7f1520210610516aae33d9906208189,3,41.81031489577858,30.0
154,360870062,658481723,https://inaturalist-open-data.s3.amazonaws.com/photos/658481723/large.jpg,cc-by-nc,"(c) Ольга Митрофанова, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.3982890071,31.5658719434,15.0,2026-05-12,5152887,olgamitrofanova_,0848af5ffb564f6644c93ffa409c70b2786a72c3eb7eff0ba0b20535d009129e,4,62.73395554926718,30.0
154,215513511,381035671,https://inaturalist-open-data.s3.amazonaws.com/photos/381035671/large.jpeg,cc-by-nc,"(c) zhyzhenka, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,53.9221801758,27.6416511536,75.0,2024-05-13,7978058,zhyzhenka,09fc0f4b6f0990ccf70332eb006e2d66a55913222e172ccb630f7cab4add7059,4,62.73395554926718,30.0
154,372354002,680266798,https://inaturalist-open-data.s3.amazonaws.com/photos/680266798/large.jpg,cc-by-nc,"(c) Alexander Iosipenko, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.7663938899,37.396427372,4.0,2026-06-01,2554773,alex_iosipenko,0b39500770fb7a71e2197bb750e365a5680a9ad5bae0608c0845c994db0d0fd5,4,62.73395554926718,30.0
154,221876710,392964521,https://inaturalist-open-data.s3.amazonaws.com/photos/392964521/large.jpeg,cc-by-nc,"(c) alexfamilyteam, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,58.5362766667,31.68647,20.0,2024-06-08,4212520,alexfamilyteam,12e29e1eafb1808998f156d68d1b5b30c524eb178ef937ab748d7f8804caa076,4,62.73395554926718,30.0
154,366054797,668379396,https://inaturalist-open-data.s3.amazonaws.com/photos/668379396/large.jpg,cc-by-nc,"(c) annu_kasvibongari, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,63.1120899979,21.7190425701,5.0,2026-05-28,10359180,annu_kasvibongari,1d6dc67885cb11873353a5b8b3deb2b05e3f6c9529113ad9fca2803c2fa04afa,4,62.73395554926718,30.0
154,283592780,509593889,https://inaturalist-open-data.s3.amazonaws.com/photos/509593889/large.jpg,cc-by-nc,"(c) alexandra_19, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,54.9739133333,20.5147083333,2.0,2025-05-24,2361627,alexandra_19,1f7d86a2df17cec5f3c786662334c988d6126f8f082025243470cfc4227d2ca7,4,62.73395554926718,30.0
154,368578162,673206871,https://inaturalist-open-data.s3.amazonaws.com/photos/673206871/large.jpg,cc-by-nc,"(c) Соколков Юрий Павлович, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.8302721806,37.7026538951,4.0,2026-06-03,1467478,sokolkov2002,2200f7f2b68f399f9ce0e8b22fbc15b3ee1aaaa68ac56416036be109519c8809,4,62.73395554926718,30.0
154,220859327,391074375,https://inaturalist-open-data.s3.amazonaws.com/photos/391074375/large.jpeg,cc-by-nc,"(c) juristi, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,63.0471939682,25.5301894248,3.0,2024-06-06,2922090,juristi,2994f9d2eb0d40fe5b7f3be90b879f9a0630b2e6574d5d265acefb93fa05ff0c,4,62.73395554926718,30.0
154,375348614,686059143,https://inaturalist-open-data.s3.amazonaws.com/photos/686059143/large.jpg,cc-by-nc,"(c) Егор, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,60.7327230423,28.7287516914,2.0,2026-06-10,10087183,egordez,323a121bd63547ebe1c080b2e710d54903a4cae624362d548596b63c21002838,4,62.73395554926718,30.0
154,367522659,671178497,https://inaturalist-open-data.s3.amazonaws.com/photos/671178497/large.jpg,cc-by-nc,"(c) kukuruz, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.8849488245,37.1551760093,409.0,2026-05-30,7248070,kukuruz,367b407993dd1ec58b87e2f12de3718d218f384e46966f13b20c480850ab10d0,4,62.73395554926718,30.0
154,364711850,665815591,https://inaturalist-open-data.s3.amazonaws.com/photos/665815591/large.jpg,cc-by-nc,"(c) Netsvetova Elizaveta, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,56.2141916667,37.2275783333,11.0,2026-05-23,3587835,zapiskilizki,37db0736d193924bd7cbfab837e6eb444794824971ec57c38f1be430a8aa1156,4,62.73395554926718,30.0
154,363161276,662889872,https://inaturalist-open-data.s3.amazonaws.com/photos/662889872/large.jpg,cc-by-nc,"(c) Александр Паршаков, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.6890320676,37.7387706935,943.0,2026-05-19,10547357,aleksandr_parshakov,3dba6a12e12da1cb38685afa1c609588163a9b88fe6b4104374d1927dc5ca85d,4,62.73395554926718,30.0
154,360337906,657491438,https://inaturalist-open-data.s3.amazonaws.com/photos/657491438/large.jpg,cc-by-nc,"(c) Marcin Klisz, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,52.0230758611,21.3506640297,15.0,2026-05-10,4084041,marcinklisz,449d81e522edec8d4edabf8712b99b0da49ff287a432f298435614e430c096b6,4,62.73395554926718,30.0
154,118277886,199814453,https://inaturalist-open-data.s3.amazonaws.com/photos/199814453/large.jpg,cc-by,"(c) Anastasia_Surkova, some rights reserved (CC BY)",Veronica chamaedrys,51610,55.3202143158,38.6740798217,2.0,2022-05-22,4669757,anastasia_surkova,4f9c9098a08c3461a02b01d6236fb7372ebc010cffb164495b361c7ec691611b,4,62.73395554926718,30.0
154,363874527,664249641,https://inaturalist-open-data.s3.amazonaws.com/photos/664249641/large.jpg,cc-by-nc,"(c) Галушко Оксана, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,51.1232033333,29.17158,8.0,2026-05-21,9562902,galushkooksana,512c29ffee10f337222b8dbb91201977a53609cb1ca77f5b48e3ba80e74eac92,4,62.73395554926718,30.0
154,281799934,506242926,https://inaturalist-open-data.s3.amazonaws.com/photos/506242926/large.jpg,cc-by-nc,"(c) Оксана Демидова 🐦, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.0409549404,32.7290768176,26.0,2025-05-17,7946184,oksana_demidova,5765b82a87e03740f5c5051a6185c42cbea0224488864b222da1006d310cb7be,4,62.73395554926718,30.0
154,367171409,670503293,https://inaturalist-open-data.s3.amazonaws.com/photos/670503293/large.jpg,cc-by,"(c) Stanislav Murashkin, some rights reserved (CC BY)",Veronica chamaedrys,51610,55.8375724291,37.9184087425,3.0,2026-05-31,4664943,stanislav_murashkin,5d257b53dbfc23b477ae7df647823c39f3711143131af28d15eebff6636ea9bf,4,62.73395554926718,30.0
154,356815048,650720297,https://inaturalist-open-data.s3.amazonaws.com/photos/650720297/large.jpg,cc-by-nc,"(c) Александр Жуковский, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,52.3303996382,23.4225796493,31.0,2026-04-18,9642441,alexanderfb,634d4de1440af914ae0ae9623eab4e82eabfcd815b03b61a56e0e56db046236f,4,62.73395554926718,30.0
154,81716336,134046616,https://inaturalist-open-data.s3.amazonaws.com/photos/134046616/large.jpeg,cc-by,"(c) Dmitrii Mostovoi, some rights reserved (CC BY)",Veronica chamaedrys,51610,55.82128822,37.47313963,4.0,2021-06-05,3855937,dmitrii_mostovoi,639b79d5e33c87080085e034a35c24b146439e725501b7dc2ec77847d81a484f,4,62.73395554926718,30.0
154,363199477,662962389,https://inaturalist-open-data.s3.amazonaws.com/photos/662962389/large.jpg,cc-by-nc,"(c) vlad50, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,55.7778517704,37.8082929972,122.0,2026-05-14,2395580,vlad50,69019b309759915606f22c37574885687b2c50a2740aae645ec1f263b897d191,4,62.73395554926718,30.0
154,360965933,658680416,https://inaturalist-open-data.s3.amazonaws.com/photos/658680416/large.jpg,cc-by-nc,"(c) ver_un_erizo, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,51.8957505444,39.1684273892,200.0,2026-05-11,10030336,ver_un_erizo,6c1875302d1bebe86289a9ee0cf450e271f1433614f7f5788095b44dc29e4ede,4,62.73395554926718,30.0
154,371941093,679612367,https://inaturalist-open-data.s3.amazonaws.com/photos/679612367/large.jpg,cc-by-nc,"(c) taikapapu, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,60.1728226185,25.3369288892,1159.0,2026-06-11,8913711,taikapapu,6e0cc03556c2b58051b54c28a83c63e59c7e61dfbee32529cdc863744959cfef,4,62.73395554926718,30.0
154,88383634,145820068,https://inaturalist-open-data.s3.amazonaws.com/photos/145820068/large.jpeg,cc-by-nc,"(c) Ася Никонорова, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,58.5500916918,31.8290116265,4.0,2021-07-24,3321862,feanaro,72a268605429befdc887ced8c727554ae53cc7394b19e50c8d9cf1bca4427897,4,62.73395554926718,30.0
154,363696377,663889569,https://inaturalist-open-data.s3.amazonaws.com/photos/663889569/large.jpg,cc-by-nc,"(c) Юрий, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,53.2676486813,34.3681787171,2.0,2026-05-19,7695046,yuriy6863,79c4e936765dc2242089ae6f359a4de5908d24aa0a4c3972e5032c5a00c1b2c6,4,62.73395554926718,30.0
154,79431962,130103800,https://inaturalist-open-data.s3.amazonaws.com/photos/130103800/large.jpg,cc-by-nc,"(c) Анна Мостовая, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,56.0170856149,37.8234435073,15.0,2021-05-18,2798271,ankhen,7a1cda5c4a94f13252f0253f62ca6d94a483a86dca39d3ac0e4c41944364b868,4,62.73395554926718,30.0
154,387006234,708629255,https://inaturalist-open-data.s3.amazonaws.com/photos/708629255/large.jpg,cc-by-nc,"(c) Юлия Алексеева, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,57.7099104371,27.862726056,230.0,2023-05-28,10774652,yuliya_alekseeva,8dba348cd4efbf5b907d5c130be446e566dbe50110ac89f2f04d1f8d51b6ef9e,4,62.73395554926718,30.0
154,363299264,663161038,https://inaturalist-open-data.s3.amazonaws.com/photos/663161038/large.jpg,cc-by-nc,"(c) Nelly Polosina, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,54.0780644775,37.818662889,69.0,2026-05-14,10565643,nelly62097,8df8e8b6b05a259c46611f9418f2360460c4dee3f9c17e7935a7694658df47ec,4,62.73395554926718,30.0
154,372568084,680819509,https://inaturalist-open-data.s3.amazonaws.com/photos/680819509/large.jpg,cc-by-nc,"(c) Jukka Lång, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,62.8936366667,21.8341416667,4.0,2026-06-17,6988709,julang,8e910d09ebc1cdc414b7b417054e85392c315bb4c7cb6483575045dbe83d9713,4,62.73395554926718,30.0
154,363320928,663201091,https://inaturalist-open-data.s3.amazonaws.com/photos/663201091/large.jpg,cc-by,"(c) Paulius Rupšas, some rights reserved (CC BY)",Veronica chamaedrys,51610,55.9296328104,21.3469840586,6.0,2026-05-20,1198134,solokultas,8edd5f9450e909d312b34a34dacc9e07acd8d378a64f4e84b11f9f7965d4a4bb,4,62.73395554926718,30.0
154,47293501,75003871,https://inaturalist-open-data.s3.amazonaws.com/photos/75003871/large.jpg,cc-by,"(c) stolbovsky, some rights reserved (CC BY)",Veronica chamaedrys,51610,55.6046949677,37.3426266274,15.0,2020-05-25,1424397,stolbovsky,95d26b6283c2024a1181412daa12525ef3728fd6ff2175c53a0d7d7cbcf57f84,4,62.73395554926718,30.0
153,373544456,682681333,https://inaturalist-open-data.s3.amazonaws.com/photos/682681333/large.jpg,cc-by-nc,"(c) Johanna Eriksson, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,59.4021396,15.86883474,7.0,2026-06-20,9636380,distortion,082ec4ce2f90c61d93705d629b93d6777586cd454c5b536cbb72e91cdfa4055a,5,62.73395554926718,10.0
153,369963141,675834111,https://inaturalist-open-data.s3.amazonaws.com/photos/675834111/large.jpg,cc-by-nc,"(c) uusitalooo, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,59.91312983,12.79905321,4.0,2026-06-09,9810300,uusitalooo,09fdadf56324a269ed55ae9c3c8657d83d74abac370447a2d00dd848549f0467,5,62.73395554926718,10.0
153,371571965,678904613,https://inaturalist-open-data.s3.amazonaws.com/photos/678904613/large.jpg,cc-by-nc,"(c) rogerjohansson, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,56.3695692371,12.789667275,4.0,2026-06-14,5096387,rogerjohansson,0fc7c55b1b33a3ea40ec0ef4b16295724e49a49a7c844f8e94f0f4050c9c692c,5,62.73395554926718,10.0
153,161987413,280044894,https://inaturalist-open-data.s3.amazonaws.com/photos/280044894/large.jpeg,cc0,no rights reserved,Veronica chamaedrys,51610,51.6859583506,9.9007644413,4.0,2023-05-16,1882892,aimnair,194bca8b0f92c608418a22dec31bdc34eb033d1633c50134d189c5bc5f893d7a,5,62.73395554926718,10.0
153,367476511,671090895,https://inaturalist-open-data.s3.amazonaws.com/photos/671090895/large.jpg,cc-by-nc,"(c) popov_zhenya, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,59.263507843,17.9322910309,7.0,2026-06-01,8228100,popov_zhenya,1ef0d36354f9921f34088261f814d895fd3a51f4ddff23066f2c306bf23d2785,5,62.73395554926718,10.0
153,26074241,40453940,https://inaturalist-open-data.s3.amazonaws.com/photos/40453940/large.jpg,cc-by-nc,"(c) annfriis, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,56.9346852322,9.2938209605,5.0,2019-05-30,1520639,annfriis,2ec0c81a1441811c01b6dcfc2c1f0d4201a105d857942653bf6c0f2c32f64c16,5,62.73395554926718,10.0
153,143554555,246212366,https://inaturalist-open-data.s3.amazonaws.com/photos/246212366/large.jpeg,cc-by-nc,"(c) mobbini, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,51.2165003326,12.7526089941,33.0,2012-04-29,1409524,mobbini,33da3ee76222e4adab4be1b7529da87eeb1abcc466d17c9f73f6f575ffe75de1,5,62.73395554926718,10.0
153,340453225,619556558,https://inaturalist-open-data.s3.amazonaws.com/photos/619556558/large.jpg,cc-by-nc,"(c) Jørgen Møller, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,57.5549356819,10.3390123121,61.0,2022-05-29,5859126,xjpm,35bd3153c06bc03456a7a8d05f518f3741c4c01e19602cb4a802de850ba59dba,5,62.73395554926718,10.0
153,360173492,657206503,https://inaturalist-open-data.s3.amazonaws.com/photos/657206503/large.jpg,cc-by-nc,"(c) Marleen Schouten, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,51.9614293415,5.1750530675,187.0,2026-05-09,2748655,nijntje51,361386a0803abf314e7aa4b52819e7462b5f1a3b2dfc7d94e0874521de869224,5,62.73395554926718,10.0
153,377375533,690091612,https://inaturalist-open-data.s3.amazonaws.com/photos/690091612/large.jpg,cc-by-nc,"(c) susf, some rights reserved (CC BY-NC)",Veronica chamaedrys,51610,60.5967979534,15.0710671684,13.0,2026-07-02,10727204,susf,38c4793683ecee05fefcbdedbd493367fa6826a35fd659ddbc66b3374a14b88b,5,62.73395554926718,10.0
153,48210285,76485596,https://inaturalist-open-data.s3.amazonaws.com/photos/76485596/large.jpeg,cc0,no rights reserved,Veronica chamaedrys,51610,59.1973832198,17.8091490269,9.0,2020-06-02,2041659,jensu,3bae86bfe987fa48b7e192d69131614256d7dfeffe756227228c0ddd9bc9e0e4,5,62.73395554926718,10.0
